process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-07,Fabricant: Episode 1
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-10-27,Fabula Mortis
,,,,,9.0,3.0,1.75,128.0,345.0,2.5,11.05,,,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2013-07-18,Face Noir
32.5,4.0,2.5,,1.0,9.5,3.5,2.3,256.0,500.0,2.5,16.0,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,5120.0,5120.0,2009-12-29,Face of Mankind
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2006-09-15,Faces of War
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,512.0,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2016-02-25,Factorio
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,1024.0,2048.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,,,2019-03-12,Factory Town
15.0,112.0,159.5,40.0,61.5,12.05,5.0,4.5,5120.0,1876.0,5.0,208.1,1487.5,425.0,8192.0,12288.0,2048.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,30720.0,30720.0,2019-04-30,Fade to Silence
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,,2048.0,,,Windows 7 32-bit,Windows 7 32-bit,9.0,9.0,,1024.0,2009-11-11,Fading Hearts
60.0,40.0,25.0,6.0,6.5,10.05,4.05,2.55,512.0,650.0,2.5,28.0,,400.0,2048.0,2048.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,1024.0,1024.0,2020-07-31,Fae Tactics
28.0,36.0,38.0,16.0,17.0,11.6,5.0,4.35,2048.0,1187.5,5.0,76.0,,425.0,4096.0,6144.0,,,Windows 7 64-bit,Windows 7 64-bit,9.0,11.0,15360.0,15360.0,2015-01-29,Fahrenheit: Indigo Prophecy Remastered
15.0,172.0,269.0,60.0,96.0,12.05,5.0,4.45,8192.0,1251.0,1.5,256.15,841.5,550.0,6144.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2019-11-07,Failspace
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-10-10,Fairspace
,,,,,9.5,3.5,1.8,64.0,237.5,3.0,7.6,,,1024.0,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-10-17,Fairy Bloom Freesia
34.0,56.0,53.5,24.0,22.0,11.5,5.0,4.25,1536.0,1313.0,5.0,116.05,,450.0,4096.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,5120.0,5120.0,2015-08-04,Fairy Fencer F
65.0,8.0,3.0,8.0,3.0,9.0,2.5,1.75,256.0,740.0,3.0,47.35,,,,1024.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,,,2012-06-08,Fairy Island
28.0,96.0,95.0,28.0,28.0,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,490.0,475.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2020-07-30,Fairy Tail
27.5,12.0,8.0,8.0,5.0,10.5,4.5,3.5999999999999996,256.0,450.0,3.0,28.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2009-10-27,Fairytale Fights
21.0,60.0,71.0,24.0,28.5,12.05,2.5,2.25,1024.0,1751.5,2.5,56.1,1189.0,375.0,8192.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2020-08-04,Fall Guys: Ultimate Knockout
28.0,88.0,91.5,32.0,34.5,12.05,5.0,4.4,2048.0,1576.5,5.0,145.7,589.0,450.0,8192.0,16384.0,,,Windows 7 64-bit,,9.0,9.0,20480.0,20480.0,2016-09-30,Fall of Freya
15.0,112.0,159.5,40.0,61.5,12.05,5.0,4.5,5120.0,1876.0,5.0,208.1,1487.5,425.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2019-10-11,Fallback
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,3072.0,3072.0,,,Windows 7 32-bit,Windows 10 64-bit,11.0,11.0,1024.0,1024.0,2020-10-22,Fallen Angel
32.5,32.0,21.0,8.0,5.0,10.05,4.05,2.05,768.0,1250.0,3.0,80.0,,250.0,2048.0,2560.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,10240.0,10240.0,2009-09-09,Fallen Earth
27.5,8.0,,8.0,,9.55,3.55,2.6,512.0,400.0,3.0,25.6,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,5120.0,2048.0,2013-05-22,Fallen Enchantress: Legendary Heroes
28.0,24.0,25.0,,8.0,11.2,5.0,4.3,2048.0,900.0,3.0,28.8,1050.0,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2014-09-30,Falling Skies: The Game
60.0,32.0,13.0,14.0,3.5,10.05,4.05,2.6500000000000004,448.0,400.0,3.0,19.2,,225.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,9216.0,9216.0,2008-10-31,Fallout 3
72.5,20.0,6.0,18.0,5.0,10.05,4.05,2.6500000000000004,416.0,396.0,3.0,31.7,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2009-05-05,Fallout 3: Broken Steel
72.5,20.0,6.0,18.0,5.0,10.05,4.05,2.6500000000000004,416.0,396.0,3.0,31.7,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2009-08-03,Fallout 3: Mothership Zeta
72.5,20.0,6.0,18.0,5.0,10.05,4.05,2.6500000000000004,416.0,396.0,3.0,31.7,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2009-01-27,Fallout 3: Operation Anchorage
72.5,20.0,6.0,18.0,5.0,10.05,4.05,2.6500000000000004,416.0,396.0,3.0,31.7,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2009-06-23,Fallout 3: Point Lookout
72.5,20.0,6.0,18.0,5.0,10.05,4.05,2.6500000000000004,416.0,396.0,3.0,31.7,,200.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2009-03-27,Fallout 3: The Pitt
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,2000.0,3000.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2015-11-10,Fallout 4
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-03-22,Fallout 4 - Automatron
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-06-20,Fallout 4 - Contraptions Workshop
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-05-19,Fallout 4 - Far Harbor
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-08-30,Fallout 4 - Nuka World
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-07-25,Fallout 4 - Vault-Tec Workshop
28.0,184.0,174.5,56.0,53.5,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-04-12,Fallout 4 - Wasteland Workshop
15.0,132.0,192.0,48.0,74.5,12.05,5.0,4.5,6144.0,1876.0,5.0,240.15,1474.5,475.0,8192.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,,,40960.0,40960.0,2017-12-12,Fallout 4 VR
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2000.0,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,61440.0,61440.0,2018-11-14,Fallout 76
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2000.0,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,61440.0,61440.0,2022-01-01,Fallout New Vegas 2
55.0,24.0,16.5,16.0,11.0,10.05,4.05,2.7,768.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,10240.0,10240.0,2012-02-10,Fallout New Vegas Ultimate Edition
28.0,26.0,24.0,8.0,11.0,11.6,5.0,4.25,1536.0,1012.5,4.0,50.4,390.0,400.0,3072.0,4096.0,,,Windows 7 32-bit,Windows 7 64-bit,9.0,9.0,5120.0,6144.0,2016-07-13,Fallout Shelter
55.0,24.0,16.5,16.0,11.0,10.05,4.05,2.7,768.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,10240.0,10240.0,2010-10-22,Fallout: New Vegas
55.0,24.0,16.5,16.0,11.0,10.05,4.05,2.7,768.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,,9.0,9.0,1024.0,2048.0,2011-02-22,Fallout: New Vegas - Dead Money
55.0,24.0,16.5,16.0,11.0,10.05,4.05,2.7,768.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2011-05-17,Fallout: New Vegas - Honest Hearts
55.0,24.0,16.5,16.0,11.0,10.05,4.05,2.7,768.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2011-09-20,Fallout: New Vegas - Lonesome Road
55.0,24.0,16.5,16.0,11.0,10.05,4.05,2.7,768.0,1013.0,3.5,64.85,,425.0,1024.0,3072.0,,,Windows XP 32-bit,,9.0,9.0,1024.0,,2011-07-19,Fallout: New Vegas - Old World Blues
34.0,36.0,34.0,16.0,15.5,11.05,5.0,4.199999999999999,1536.0,1225.0,5.0,78.4,,425.0,4096.0,4096.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,9.0,9.0,,,2021-02-20,False Myth
27.5,8.0,4.0,,2.0,9.5,3.0,2.05,384.0,740.0,2.5,39.35,,175.0,1024.0,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-06-01,Family Guy Online
60.0,40.0,26.5,16.0,10.5,10.05,4.05,2.7,384.0,815.0,3.0,52.150000000000006,,475.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-11-20,Family Guy: Back to the Multiverse
28.0,88.0,91.5,32.0,33.5,11.55,5.0,4.35,2048.0,1451.0,5.0,185.75,1041.0,500.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2020-05-22,Family Man
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-18,Fancy Skulls
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,1024.0,1024.0,2016-04-05,Fantastic Contraption
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,4096.0,4096.0,,,Windows XP 32-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2019-11-15,Fantasy Blacksmith
15.0,100.0,138.5,40.0,60.5,12.05,5.0,4.5,3584.0,1826.0,5.0,201.7,1457.5,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2252.8,2252.8,2019-09-05,Fantasy General II
34.0,36.0,34.0,16.0,15.5,11.05,5.0,4.199999999999999,1536.0,1225.0,5.0,78.4,,425.0,1024.0,1024.0,512.0,1024.0,Windows XP 64-bit,Windows 10 64-bit,11.0,11.0,1024.0,1024.0,2021-07-07,Fantasy Mahjong connect
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2020-09-14,Fantasy of Expedition
40.0,8.0,5.5,,2.5,9.5,3.5,2.05,384.0,1000.0,3.0,48.0,,435.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,6144.0,6144.0,2008-10-24,Far Cry 2
60.0,52.0,31.0,22.0,13.0,10.05,4.05,2.6500000000000004,704.0,996.0,3.0,87.75,,475.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,12288.0,12288.0,2012-11-30,Far Cry 3
34.0,36.0,34.0,16.0,15.5,11.05,5.0,3.75,1024.0,1225.0,5.0,78.4,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,3072.0,3072.0,2013-05-01,Far Cry 3: Blood Dragon
28.0,152.0,155.5,48.0,49.0,11.15,5.0,4.25,3072.0,1376.0,5.0,256.15,529.0,650.0,4096.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2014-11-18,Far Cry 4
28.0,152.0,155.5,48.0,49.0,11.15,5.0,4.25,3072.0,1376.0,5.0,256.15,529.0,650.0,4096.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2015-01-13,Far Cry 4 - Escape From Durgesh Prison
28.0,152.0,155.5,48.0,49.0,11.15,5.0,4.25,3072.0,1376.0,5.0,256.15,529.0,650.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2015-03-10,Far Cry 4 - Valley of the Yetis
28.0,152.0,155.5,48.0,49.0,11.15,5.0,4.25,3072.0,1376.0,5.0,256.15,529.0,650.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2015-01-28,Far Cry 4: Hurk Deluxe
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2018-03-27,Far Cry 5
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2018-08-28,Far Cry 5 - Dead Living Zombies
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2018-06-05,Far Cry 5 - Hours of Darkness
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2018-07-17,Far Cry 5 - Lost On Mars
15.0,208.0,336.5,64.0,105.0,12.1,5.7,4.55,8192.0,875.5,1.5,288.15,1639.5,550.0,8192.0,16384.0,4096.0,8192.0,Windows 10 64-bit,Windows 10 64-bit,12.0,12.0,61440.0,61440.0,2021-10-07,Far Cry 6
28.0,140.0,149.5,60.0,65.0,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,2000.0,4096.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2019-02-15,Far Cry: New Dawn
28.0,160.0,150.5,40.0,37.5,11.15,5.0,4.3,3072.0,1501.0,5.0,288.2,951.0,675.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,20480.0,20480.0,2016-03-01,Far Cry: Primal
28.0,20.0,21.0,,8.0,11.1,5.0,4.25,2048.0,1076.0,4.0,34.45,525.0,375.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,,,,,2014-04-25,FarSky
28.0,120.0,114.0,32.0,30.5,11.1,5.0,4.2,2560.0,1438.5,5.0,228.15,490.0,550.0,4096.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 8 64-bit,11.0,11.0,15360.0,15360.0,2016-09-02,Farm Expert 2017
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,4096.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,6144.0,6144.0,2018-04-06,Farm Manager 2018
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,2048.0,,Windows 7 64-bit,Windows 10 64-bit,10.0,11.0,6144.0,6144.0,2020-09-17,Farm Manager 2020
13.0,116.0,175.0,40.0,64.5,12.05,5.6,4.55,7168.0,2000.5,5.0,224.05,1562.5,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,8192.0,2021-04-29,Farm Manager 2021
13.0,116.0,175.0,40.0,64.5,12.05,5.6,4.55,7168.0,2000.5,5.0,224.05,1562.5,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,8192.0,2021-01-14,Farm Manager 2021: Prologue
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-05,Farm for your Life
28.0,96.0,96.5,32.0,34.0,11.6,5.0,4.35,2560.0,1564.0,5.0,188.1,589.0,500.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2021-01-01,Farm&Fix 2020
28.0,64.0,68.5,32.0,34.5,12.05,5.0,4.4,2048.0,1576.5,5.0,145.7,1076.5,450.0,4096.0,8192.0,1500.0,2048.0,Windows 7 64-bit,Windows 10 32-bit,11.0,11.0,8192.0,8192.0,2017-12-17,Farmer's Dynasty
11.5,132.0,213.5,64.0,104.0,12.05,5.0,4.5,7168.0,1751.0,5.5,272.15,1621.5,525.0,8192.0,16384.0,4096.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,,3072.0,5120.0,2021-10-18,Farming Life
28.0,72.0,71.0,28.0,27.5,11.55,5.0,4.3,2048.0,1451.0,5.0,161.7,979.0,475.0,2048.0,4096.0,1024.0,2048.0,Windows 7 32-bit,Windows 7 64-bit,9.0,9.0,6144.0,6144.0,2016-10-25,Farming Simulator 17
28.0,72.0,71.0,28.0,27.5,11.55,5.0,4.3,2048.0,1451.0,5.0,161.7,979.0,475.0,4096.0,8192.0,2048.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,9.0,20480.0,20480.0,2018-11-20,Farming Simulator 19
28.0,72.0,71.0,28.0,27.5,11.55,5.0,4.3,2048.0,1451.0,5.0,161.7,979.0,475.0,4096.0,8192.0,2048.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,9.0,20480.0,20480.0,2019-10-22,Farming Simulator 19 - Platinum Edition
28.0,72.0,71.0,28.0,27.5,11.55,5.0,4.3,2048.0,1451.0,5.0,161.7,979.0,475.0,4096.0,8192.0,2048.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,9.0,20480.0,20480.0,2018-11-20,Farming Simulator 20
20.0,4.0,2.5,,1.0,9.5,3.5,2.55,640.0,450.0,2.0,10.4,,360.0,1024.0,1024.0,,,Windows XP 32-bit,,9.0,9.0,1024.0,1024.0,2010-11-05,Farming Simulator 2011
27.5,28.0,14.0,8.0,4.0,10.5,4.55,3.65,640.0,255.0,2.5,8.15,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-10-25,Farming Simulator 2013
40.0,28.0,22.0,8.0,9.5,11.0,5.0,4.1,1024.0,951.0,5.0,60.85,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,2048.0,2048.0,2014-10-30,Farming Simulator 2015
15.0,104.0,148.0,40.0,61.0,12.05,5.0,4.5,7168.0,1876.0,5.0,208.1,1476.5,425.0,8192.0,8192.0,2048.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,35840.0,35840.0,2021-11-22,Farming Simulator 22
9.5,212.0,375.5,96.0,169.5,12.05,5.6,2.3,12288.0,1375.0,2.0,736.0,1775.0,325.0,8192.0,16384.0,2048.0,8192.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,51200.0,51200.0,2020-08-07,Fast & Furious Crossroads
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2013-05-21,Fast and Furious Showdown
20.0,4.0,3.0,,1.5,11.0,5.0,4.05,512.0,450.0,3.0,7.2,,150.0,1024.0,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2012-09-14,Faster Than Light
52.5,8.0,6.0,,3.0,10.5,4.5,3.5999999999999996,640.0,800.0,3.0,18.4,,350.0,1024.0,1024.0,256.0,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2014-04-03,Faster Than Light: Advanced Edition
21.0,96.0,117.0,32.0,39.0,12.05,5.0,4.5,3072.0,1751.5,5.0,168.1,1211.0,425.0,4096.0,8192.0,2048.0,2048.0,Windows 8 64-bit,Windows 8 64-bit,11.0,11.0,25600.0,25600.0,2021-10-28,Fatal Frame: Maiden of Black Water
40.0,8.0,5.0,,2.5,10.5,4.5,3.1500000000000004,768.0,450.0,2.5,7.2,,350.0,1024.0,2048.0,,,Windows XP 32-bit,,9.0,9.0,1024.0,,2011-09-29,Fate of the World Denial DLC
40.0,8.0,5.0,,2.5,10.5,4.5,3.1500000000000004,768.0,450.0,2.5,7.2,,350.0,1024.0,2048.0,,,Windows XP 32-bit,,9.0,9.0,,,2011-09-29,Fate of the World Extras Pack DLC
40.0,8.0,5.0,,2.5,10.5,4.5,3.1500000000000004,768.0,450.0,2.5,7.2,,350.0,1024.0,2048.0,,,Windows XP 32-bit,,9.0,9.0,,,2011-09-29,Fate of the World Migration DLC
40.0,8.0,5.0,,2.5,10.5,4.5,3.1500000000000004,768.0,450.0,2.5,7.2,,350.0,1024.0,2048.0,,,Windows XP 32-bit,,9.0,9.0,1024.0,1024.0,2011-09-29,Fate of the World: Tipping Point
28.0,48.0,53.5,24.0,27.5,12.05,5.0,4.45,2048.0,1576.5,5.0,100.9,594.0,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,5120.0,5120.0,2017-07-25,Fate/Extella: The Umbral Star
25.0,10.0,6.5,11.0,3.0,11.1,5.0,4.15,512.0,850.0,3.0,20.0,,150.0,2048.0,4096.0,,,Windows 7 32-bit,Windows 10 64-bit,10.0,10.0,2048.0,2048.0,2020-03-31,Fates of Ort
21.0,136.0,174.5,48.0,60.5,12.0,5.0,4.45,6144.0,1876.5,5.0,240.2,1278.0,500.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,51200.0,51200.0,2020-07-17,Fault
28.0,40.0,24.0,16.0,8.0,11.6,5.0,4.4,2048.0,1375.0,5.0,88.0,,375.0,8192.0,8192.0,,,Windows 8 64-bit,Windows 10 64-bit,8.0,10.0,3072.0,3072.0,2018-03-06,Fear Effect Sedna
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,8.0,9.0,,,2016-10-02,Fear for Sale: The Dusk Wanderer Collector's Edition
28.0,132.0,141.5,60.0,65.0,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,8192.0,16384.0,1024.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,16384.0,16384.0,2018-08-28,Fear the Wolves
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,2048.0,6144.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2021-07-02,Fears to Fathom - Home Alone
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2006-02-06,Feeding Frenzy 2: Shipwreck Showdown
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2016-10-14,Feel The Snow
47.5,56.0,37.5,22.0,15.0,10.05,4.05,3.0,704.0,967.0,4.0,89.1,,525.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,11.0,4096.0,4096.0,2019-10-17,Felix The Reaper
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,23552.0,23552.0,2019-10-22,Feral Blue
