process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2021-01-01,The Settlers (2020)
40.0,24.0,19.0,,6.0,11.0,5.0,4.1,1024.0,1000.0,5.0,64.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2010-03-23,The Settlers 7: Paths to a Kingdom
27.5,12.0,8.0,8.0,5.0,10.5,4.5,3.5999999999999996,256.0,450.0,3.0,28.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2012-09-30,The Settlers Online
32.5,4.0,2.5,,1.0,9.5,3.0,2.05,64.0,135.0,,2.15,,,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,4096.0,4096.0,2007-09-28,The Settlers: Rise of an Empire
28.0,132.0,141.5,60.0,65.0,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,3072.0,40960.0,2017-04-11,The Sexy Brutale
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-02-13,The Shattered Alliance
13.0,116.0,175.0,40.0,64.5,12.05,5.6,4.55,7168.0,2000.5,5.0,224.05,1562.5,475.0,6144.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,8192.0,2020-04-21,The Shattering
,,,,,9.0,3.0,2.0,192.0,400.0,2.5,12.8,,175.0,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2006-07-11,The Ship
40.0,56.0,42.0,36.0,26.5,11.0,5.0,4.1,1152.0,943.5,5.0,134.15,,525.0,4096.0,8192.0,,,Windows 7 32-bit,Windows 7 64-bit,9.0,11.0,6144.0,6144.0,2016-10-31,The Ship: Remasted
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-10-23,The Shopkeeper
15.0,112.0,159.5,40.0,61.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1487.5,450.0,8192.0,12288.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,25600.0,25600.0,2021-02-19,The Shore
27.5,12.0,8.0,8.0,5.0,10.5,4.5,3.5999999999999996,256.0,450.0,3.0,28.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2013-03-05,The Showdown Effect
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,16384.0,4096.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2017-04-10,The Signal From Tolva
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,8192.0,8192.0,2048.0,6144.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2020-10-15,The Signifier
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,4096.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,7168.0,7168.0,2016-10-06,The Silver Case
,,,,,8.55,2.2,1.45,192.0,266.5,,4.25,,,,,,,Windows 98,Windows 98,9.0,9.0,2252.8,2252.8,2003-11-13,The Simpsons: Hit and Run
20.0,4.0,2.5,,1.5,10.0,4.0,3.05,384.0,750.0,4.0,24.0,,325.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,7680.0,7680.0,2013-05-14,The Sims 3 Starter Pack
20.0,4.0,2.5,,1.5,10.0,4.0,3.05,384.0,750.0,4.0,24.0,,325.0,1536.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-12-12,The Sims 3: Roaring Heights
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,1024.0,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,9216.0,9216.0,2014-09-05,The Sims 4
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,9.0,9216.0,9216.0,2020-09-08,The Sims 4 Star Wars: Journey to Batuu
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,14336.0,15360.0,2016-11-03,The Sims 4: City Living
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2015-08-11,The Sims 4: Cool Kitchen Stuff
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,4096.0,4096.0,2015-12-08,The Sims 4: Get Together
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,9216.0,9216.0,2015-04-02,The Sims 4: Get to Work
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2014-12-16,The Sims 4: Holiday Celebration Pack
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2015-05-19,The Sims 4: Luxury Party Stuff
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2015-01-13,The Sims 4: Outdoor Retreat
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2015-06-16,The Sims 4: Perfect Patio Stuff
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2015-07-14,The Sims 4: Spa Day
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,128.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2015-09-29,The Sims 4: Spooky Stuff
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,9216.0,9216.0,2021-01-01,The Sims 5
27.5,12.0,8.0,8.0,5.0,9.5,3.0,2.55,384.0,940.0,3.0,91.5,,150.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,7168.0,6656.0,2011-03-24,The Sims Medieval
27.5,12.0,8.0,8.0,5.0,9.5,3.0,2.55,384.0,940.0,3.0,91.5,,150.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2011-08-30,The Sims Medieval: Pirates and Nobles
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,8192.0,8192.0,4096.0,4096.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,40960.0,40960.0,2019-06-27,The Sinking City
28.0,112.0,100.0,32.0,28.5,11.1,5.0,4.2,2560.0,1376.0,5.0,216.15,490.0,500.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,8192.0,10240.0,2016-04-16,The Skies
34.0,36.0,34.0,16.0,15.5,11.05,5.0,4.199999999999999,1536.0,1225.0,5.0,78.4,,425.0,4096.0,8192.0,512.0,1024.0,Windows 7 64-bit,Windows 7 64-bit,9.0,11.0,1024.0,1024.0,2020-04-06,The Slormancer
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1024.0,1024.0,2013-08-28,The Snow
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,1024.0,1024.0,2011-01-01,The Snowfield
28.0,120.0,121.5,32.0,32.5,11.55,5.0,4.4,2560.0,1501.0,5.0,232.15,1009.0,525.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,5120.0,5120.0,2020-09-29,The Sojourn
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,4096.0,4096.0,,,Windows 10 64-bit,Windows 10 64-bit,10.0,10.0,1024.0,1024.0,2020-10-06,The Solitaire Conspiracy
28.0,104.0,94.5,32.0,29.5,11.1,5.0,4.25,2560.0,1376.0,5.0,216.15,516.0,500.0,4096.0,8192.0,768.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,10240.0,10240.0,2016-06-07,The Solus Project
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2011-11-20,The Sparkle 2: EVO
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,8192.0,8192.0,2018-07-10,The Spectrum Retreat
40.0,56.0,47.5,32.0,27.5,11.0,5.0,4.1,1024.0,1025.5,5.0,131.25,,475.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 10 64-bit,9.0,9.0,2048.0,2048.0,2019-11-25,The Sphere of Abyss
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-02-14,The Spirit Age
,,,,,9.0,2.5,1.75,192.0,337.5,1.5,9.2,,,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2010-03-23,The Stalin Subway: Red Veil
40.0,20.0,16.0,,6.0,11.0,5.0,3.2,512.0,1000.0,5.0,64.0,,400.0,2048.0,2048.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,3072.0,3072.0,2013-10-17,The Stanley Parable
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-02-14,The Starving Tournament
47.5,48.0,36.0,24.0,18.0,11.05,4.55,3.85,1024.0,937.5,5.0,120.0,,475.0,2048.0,4096.0,,,Windows XP 64-bit,Windows 7 64-bit,9.0,9.0,4096.0,4096.0,2014-05-30,The Stomping Land
11.5,152.0,262.5,64.0,110.5,12.05,5.0,4.5,8192.0,1500.5,5.5,384.15,1729.0,500.0,16384.0,32768.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,12288.0,12288.0,2020-09-14,The Stranger VR
15.0,112.0,165.0,40.0,62.5,12.05,5.0,4.5,7168.0,2001.0,5.0,224.1,1524.5,450.0,8192.0,8192.0,,,Windows 8 64-bit,Windows 10 64-bit,11.0,11.0,10240.0,10240.0,2020-02-19,The Suicide of Rachel Foster
60.0,32.0,18.5,14.0,9.0,10.05,4.05,2.7,320.0,815.0,3.0,45.75,,425.0,4096.0,4096.0,,,Windows 7 32-bit,Windows 10 64-bit,9.0,9.0,,,2020-01-28,The Supper
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,8192.0,16384.0,1024.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2017-05-16,The Surge
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,8192.0,16384.0,1024.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2017-12-05,The Surge - A Walk in the Park
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,8192.0,16384.0,1024.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2018-10-02,"The Surge - The Good, the Bad and the Augmented"
21.0,200.0,262.5,76.0,93.5,12.05,5.0,4.45,7168.0,1126.5,1.5,296.3,538.0,600.0,8192.0,16384.0,2048.0,6144.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2019-09-24,The Surge 2
21.0,200.0,262.5,76.0,93.5,12.05,5.0,4.45,7168.0,1126.5,1.5,296.3,538.0,600.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2021-01-01,The Surge 3
40.0,36.0,29.5,16.0,13.5,11.0,5.0,3.65,1024.0,1051.0,5.0,67.25,,425.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,,,2020-10-09,The Survivalists
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-01-09,The Survivals Fall
55.0,40.0,25.0,16.0,10.0,10.1,4.1,3.2,512.0,993.0,3.0,63.6,,450.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,1024.0,1024.0,2013-05-30,The Swapper
40.0,52.0,40.5,32.0,25.0,11.0,5.0,4.1,1024.0,1001.0,5.0,128.15,,475.0,4096.0,4096.0,1024.0,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,1024.0,1024.0,2018-04-24,The Swords of Ditto
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-03-27,The Tale of ALLTYNEX
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2012-12-31,The Tales of MajEyal
40.0,70.0,55.0,40.0,30.5,11.0,5.0,3.65,1280.0,1062.0,5.0,165.5,,550.0,2048.0,4096.0,512.0,1024.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2014-12-11,The Talos Principle
40.0,70.0,55.0,40.0,30.5,11.0,5.0,3.65,1280.0,1062.0,5.0,165.5,,550.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2021-01-01,The Talos Principle 2
15.0,188.0,293.0,64.0,102.0,12.05,5.0,4.45,8192.0,1251.0,1.5,256.15,841.5,550.0,6144.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,6144.0,6144.0,2017-10-17,The Talos Principle VR
40.0,70.0,55.0,40.0,30.5,11.0,5.0,3.65,1280.0,1062.0,5.0,165.5,,550.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2015-07-23,The Talos Principle: Road to Gehenna
28.0,72.0,73.0,32.0,34.0,11.6,5.0,4.4,2048.0,1576.5,5.0,148.9,594.0,425.0,4096.0,8192.0,2000.0,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,11264.0,11264.0,2016-06-28,The Technomancer
21.0,124.0,158.0,44.0,54.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1259.0,500.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2021-03-25,The Tenants
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,,,2014-08-08,The Terminal 2
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2012-09-20,The Testament of Sherlock Holmes
47.5,24.0,15.0,,4.0,10.55,4.55,3.6,1024.0,800.0,2.5,25.6,,350.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2013-03-25,The Thirty Nine Steps
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2013-10-03,The Tiny Tale
,,,,,9.0,2.5,1.75,256.0,775.0,3.0,49.6,,,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,7168.0,7168.0,2009-05-15,The Tomorrow War
34.0,56.0,50.5,24.0,21.0,11.05,5.0,4.15,1024.0,1250.5,5.0,112.05,,450.0,4096.0,8192.0,1024.0,1024.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,10240.0,10240.0,2016-02-26,The Town Of Light
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2013-07-13,The Train
40.0,16.0,9.0,,4.0,11.0,5.0,3.2,512.0,1000.0,5.0,64.0,,400.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,8192.0,8192.0,2015-01-01,The Trench
28.0,176.0,162.5,56.0,52.0,11.15,5.0,4.3,3584.0,1376.0,5.0,304.2,451.0,675.0,6144.0,8192.0,,,Windows Vista 64-bit,Windows 7 64-bit,11.0,11.0,20480.0,20480.0,2016-08-30,The Turing Test
28.0,88.0,92.0,32.0,34.5,12.05,5.0,4.5,2048.0,1564.0,5.0,144.1,589.0,450.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2016-09-22,The Uncertain
11.5,152.0,262.5,64.0,110.5,12.05,5.0,4.5,8192.0,1500.5,5.5,384.15,1729.0,500.0,8192.0,16384.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2020-10-08,The Uncertain: Light At The End
28.0,44.0,45.5,16.0,16.5,11.15,5.0,4.300000000000001,1024.0,1375.0,5.0,88.0,542.5,375.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,,,2020-11-27,The Unexpected Quest
20.0,16.0,9.0,,2.0,9.55,3.55,2.6,640.0,725.0,4.0,46.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-03-03,The Universe Project
22.0,104.0,113.5,48.0,54.5,12.05,2.5,4.45,6144.0,1626.0,5.0,248.05,696.0,450.0,6144.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2018-08-28,The Universim
15.0,208.0,336.5,64.0,105.0,12.05,5.0,4.45,8192.0,875.5,1.5,288.15,1639.5,550.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,9216.0,9216.0,2020-01-07,The VR Canyon
47.5,44.0,33.0,8.0,9.0,10.5,4.5,3.55,1024.0,1050.0,4.0,67.2,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,9216.0,9216.0,2014-09-25,The Vanishing of Ethan Carter
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,8192.0,16384.0,,,Windows 8 32-bit,Windows 10 64-bit,11.0,11.0,6144.0,8192.0,2020-10-10,The Viking Way
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,512.0,1024.0,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2013-12-17,The Walking Dead 2: Episode 1
15.0,152.0,229.5,48.0,76.0,12.05,5.0,4.5,8192.0,1625.5,5.0,288.15,1499.5,500.0,12288.0,12288.0,4000.0,8000.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,7168.0,7168.0,2020-09-29,The Walking Dead Onslaught
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2013-07-03,The Walking Dead: 400 Days
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2016-12-20,The Walking Dead: A New Frontier - Episode 1
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2016-12-20,The Walking Dead: A New Frontier - Episode 2
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2017-03-28,The Walking Dead: A New Frontier - Episode 3
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-04-25,The Walking Dead: Episode 1
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-06-29,The Walking Dead: Episode 2 Starved For Help
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-08-29,The Walking Dead: Episode 3 The Long Road Ahead
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-10-10,The Walking Dead: Episode 4 Around Every Corner
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-11-20,The Walking Dead: Episode 5 No Time Left
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2016-02-23,The Walking Dead: Michonne
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,512.0,1024.0,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2016-03-01,The Walking Dead: Michonne - Episode 2: Give No Shelter
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,512.0,1024.0,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2016-04-26,The Walking Dead: Michonne - Episode 3: What We Deserve
15.0,172.0,269.0,60.0,96.0,12.05,5.0,4.45,8192.0,1251.0,1.5,256.15,841.5,550.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2020-01-23,The Walking Dead: Saints And Sinners
9.5,132.0,213.5,56.0,90.5,12.05,2.5,2.25,6144.0,1625.0,6.0,312.0,1620.0,500.0,8192.0,16384.0,4096.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,,51200.0,51200.0,2022-01-01,The Walking Dead: Saints and Sinners - Chapter 2: Retribution
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2014-03-04,The Walking Dead: Season 2 - Episode 2: A House Divided
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2014-05-13,The Walking Dead: Season 2 - Episode 3: In Harms Way
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2014-07-22,The Walking Dead: Season 2 - Episode 4: Amid The Ruins
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2014-08-26,The Walking Dead: Season 2 - Episode 5: No Going Back
40.0,24.0,19.0,,6.0,11.0,5.0,4.1,1024.0,1000.0,5.0,64.0,,400.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,5120.0,5120.0,2013-03-22,The Walking Dead: Survival Instinct
55.0,32.0,17.5,8.0,6.5,10.05,4.05,2.55,896.0,600.0,2.0,23.2,,375.0,3072.0,3072.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,2048.0,2048.0,2018-08-14,The Walking Dead: The Telltale Series - The Final Season
40.0,56.0,45.0,16.0,13.0,11.0,5.0,3.2,1024.0,1000.0,5.0,128.0,,500.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,3072.0,3072.0,2012-10-22,The War Z
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,4096.0,8192.0,1024.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,10.0,11.0,2048.0,2048.0,2020-02-06,The Watchers
