game_name,KNN50-Feasible_avg_ppw,KNN50-Feasible_avg_tdp,KNN50-Feasible_avg_psu,KNN50-Feasible_gpu_names,KNN50-Feasible-PPW-Top5_avg_ppw,KNN50-Feasible-PPW-Top5_avg_tdp,KNN50-Feasible-PPW-Top5_avg_psu,KNN50-Feasible-PPW-Top5_gpu_names,Power-Top5_avg_ppw,Power-Top5_avg_tdp,Power-Top5_avg_psu,Power-Top5_gpu_names,UtilityFormula-Top5_avg_ppw,UtilityFormula-Top5_avg_tdp,UtilityFormula-Top5_avg_psu,UtilityFormula-Top5_gpu_names,ML-Utility-Top5_avg_ppw,ML-Utility-Top5_avg_tdp,ML-Utility-Top5_avg_psu,ML-Utility-Top5_gpu_names,LTR-Utility-Top5_avg_ppw,LTR-Utility-Top5_avg_tdp,LTR-Utility-Top5_avg_psu,LTR-Utility-Top5_gpu_names
Dungeon Defenders,0.00021204956833184563,108.24,309.0,"GeForce GT 230 OEM, Quadro FX 5500, Quadro FX 5500 SDI, GeForce 7900 GTO, GeForce 9600 GT Green Edition, GeForce 9600 GTX, Radeon HD 4860, Quadro FX 4600 SDI, Quadro FX 4600, GeForce GT 130 Mac Edition, Radeon HD 4670 AGP, Radeon HD 4710, Quadro FX 1800, GeForce 8800 GS, GeForce 9600 GSO, GeForce 7900 GTX, Radeon HD 4750, Radeon HD 4770, FirePro V5900, GeForce 8800 GTS 640, GeForce 8800 GTS 320, Quadro VX 200, Quadro FX 3700, GeForce 8800 GTS Core 112, Quadro FX 3800, FirePro V7760, GeForce 8800 GTS 512, Quadro 4000 Mac Edition, Quadro 4000, Quadro FX 5600, Quadro FX 5600 Mac Edition, Tesla C870, FirePro V8700, Radeon HD 4870 Mac Edition, Quadro FX 4800, Quadro FX 4800 Mac Edition, Quadro CX, FirePro V7750, Radeon HD 4730, GeForce GT 640 OEM, GeForce GT 640, GeForce GTX 460 SE v2, Radeon HD 4830, GeForce GT 230, GeForce 9600 GSO 512, GeForce GT 140 OEM, GeForce 9600 GT, GeForce 9600 GT Rev. 2, GeForce GTX 745 OEM, GeForce GTS 450 Rev. 2",0.0005523845576688624,104.4,330.0,"GeForce GTX 745 OEM, FirePro V5900, GeForce GT 640 OEM, Quadro FX 5600, Quadro FX 5600 Mac Edition",0.013146208467937653,36.8,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",0.007442401051521301,46.6,220.0,"RTX PRO 4000 Blackwell SFF, Arc A350, RTX PRO 2000 Blackwell, Iris Xe MAX Graphics, Radeon RX 7400",0.01314620846793765,36.8,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, Ryzen AI Z2 Extreme GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeon Defenders: Awakened,0.0018444723319432442,131.34,353.0612244897959,"GeForce RTX 3050 6 GB, Radeon RX 560 XT, Radeon RX 470D, Radeon RX 580 2048SP, Radeon RX 570, Radeon RX 570X, Radeon RX 470, RTX A1000, Radeon Pro WX 7100, Radeon Instinct MI6, GeForce GTX 770, Radeon RX 5300 OEM, Radeon Pro 5300, RTX A2000, RTX A2000 12 GB, GeForce GTX 970, GeForce RTX 3050 OEM, Radeon Pro W5500X, Radeon Pro 5500 XT, Radeon RX 580G, Radeon RX 580X, Radeon RX 580, Radeon RX 480, Radeon RX 580 OEM, GeForce RTX 3050 8 GB GA107, GeForce RTX 3050 8 GB, GeForce GTX 1650 SUPER, Radeon RX 590 GME, Radeon RX 590, Radeon RX 5500 XT, Radeon RX 5500 OEM, GeForce GTX 1060 5 GB, Radeon Pro W5500, GeForce GTX 980, GeForce RTX 2060, GeForce RTX 2060 TU104, Xbox Series S GPU, Quadro P2200, GeForce RTX 2060 12 GB, Radeon Pro WX 5100, Quadro M5000, GeForce GTX 1060 6 GB GP104, GeForce GTX 1060 3 GB GP104, GeForce GTX 1060 3 GB, GeForce GTX 1060 6 GB Rev. 2, GeForce GTX 1060 6 GB, P106-100, CMP 30HX, GeForce GTX 1660 SUPER, GeForce RTX 3060 8 GB",0.00426207218851362,67.0,250.0,"RTX A1000, RTX A2000 12 GB, RTX A2000, GeForce RTX 3050 6 GB, Quadro P2200",0.007335589102336339,64.6,240.0,"RTX PRO 4000 Blackwell SFF, RTX PRO 2000 Blackwell, RTX 4000 SFF Ada Generation, Radeon RX 7400, RTX 2000 Ada Generation",0.007335589102336339,64.6,240.0,"RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, Radeon RX 7400, RTX 2000 Ada Generation",0.007335589102336339,64.6,240.0,"RTX PRO 4000 Blackwell SFF, RTX PRO 2000 Blackwell, RTX 4000 SFF Ada Generation, Radeon RX 7400, RTX 2000 Ada Generation",0.007209877337728228,60.6,240.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX A1000"
Dungeon Hearts,9.333325820139644e-05,77.09302325581395,249.0,"GeForce GT 130 OEM, FireGL V7100, All-In-Wonder X1900, All-In-Wonder X800 XL, Radeon X800 GTO2, Radeon X800 XL, Radeon X800 XL AGP, Radeon X800 XT Mac Edition, Radeon X1800 XL, Radeon X800 XT, All-In-Wonder X800 XT, Radeon X800 CrossFire Edition, Radeon X800 XT AGP, All-In-Wonder X1800 XL, Radeon X800 VE AGP, GeForce 7800 GT, Radeon HD 4730 OEM, Quadro FX 5500, Quadro FX 5500 SDI, Quadro FX 4500 SDI, Quadro FX 4500, Radeon X850 CrossFire Edition, Radeon X850 XT, Radeon X850 XT AGP, GeForce GT 230 OEM, GeForce 6800 Ultra DDL, GeForce 6800 Ultra, Radeon X800 XT Platinum, Radeon X800 XT Platinum AGP, Radeon X1900 G5 Mac Edition, Radeon X1900 GT, Radeon X850 XT Platinum AGP, Radeon X850 XT Platinum, GeForce 7800 GTX, GeForce 7950 GT AGP, GeForce 7800 GS 20Pipes AGP, GeForce 7800 GS+ 20Pipes AGP, GeForce 7800 GS 24Pipes AGP, GeForce 7800 GS+ 24Pipes AGP, FireGL V7300, Stream Processor, FireGL V7200, FireGL V7350, Quadro 2000D, Quadro 2000, GeForce 7900 GS, Quadro FX 3500, GeForce 7900 GS AGP, GeForce 7900 GT, GeForce 7900 GTO",0.0002665491603874632,82.6,280.0,"Quadro 2000D, Quadro 2000, Stream Processor, GeForce GT 230 OEM, GeForce 7900 GS",0.013146208467937653,36.8,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",0.007442401051521301,46.6,220.0,"RTX PRO 4000 Blackwell SFF, Arc A350, RTX PRO 2000 Blackwell, Iris Xe MAX Graphics, Radeon RX 7400",0.011787542729150682,36.8,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, Ryzen Z2 Go GPU, Ryzen Z2 Extreme GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeon No Dungeon,0.0004046106160422367,153.0,420.8333333333333,"Radeon HD 5770 Mac Edition, Radeon HD 5770, Radeon HD 6770, Radeon HD 8760 OEM, Radeon HD 7770 GHz Edition, Radeon R7 250X, Radeon R7 350 640SP, Radeon R7 450 OEM, Radeon R7 250XE, GRID M40, Xbox One S GPU, Xbox One GPU, GeForce 8800 Ultra, Radeon HD 6790, GeForce GTX 650 Ti, GeForce GTX 650 Ti OEM, GeForce GTX 275 PhysX Edition, GeForce GTX 275, Radeon HD 7850, Radeon HD 7720 OEM, GeForce GTX 260 OEM, Radeon HD 6930, GeForce GTX 260 Rev. 2, GeForce GTX 260, FireStream 9370, FirePro V8800, Radeon HD 6870, Radeon HD 5870 Mac Edition, FirePro V9800P, FirePro V9800, Radeon HD 5870 Eyefinity 6, Radeon HD 5870, GeForce GTX 280, GeForce GTX 285 Mac Edition, GeForce GTX 285, Radeon Sky 500, FirePro W7000, FirePro S7000, FirePro V7900, FirePro V7900 SDI, Radeon HD 7870 GHz Edition, Radeon HD 8870 OEM, GeForce GTX 260 Core 216, GeForce GTX 260 Core 216 Rev. 2, FirePro D300, Radeon HD 6850, Radeon HD 6950, Radeon HD 7950 Monica BIOS 2, Radeon HD 6870 1600SP Edition, FirePro V7800",0.0008221763074763265,90.0,290.0,"Radeon R7 350 640SP, Radeon HD 7950 Monica BIOS 2, Radeon HD 8760 OEM, Radeon HD 7770 GHz Edition, FirePro W7000",0.012458259548459735,36.4,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, Ryzen Z2 Go GPU",0.007126080768448967,37.6,210.0,"RTX PRO 4000 Blackwell SFF, Radeon PRO W6300, Arc A350, Iris Xe MAX Graphics, Radeon RX 7400",0.012458259548459734,36.4,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 Extreme GPU, Ryzen AI Z2 Extreme GPU, Ryzen Z2 Go GPU, Ryzen Z2 GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeon Shooter 2,0.00016317843028244817,103.75510204081633,293.0,"Radeon X1900 XT, Radeon X1900 CrossFire Edition, Radeon X1950 XT AGP, Radeon X1800 CrossFire Edition, Radeon X1800 XT, GeForce 7950 GT, Radeon X1900 XTX, Quadro FX 4600 SDI, Quadro FX 4600, GeForce 9600 GT Green Edition, Quadro FX 3500, GeForce 7900 GS, GeForce 7900 GS AGP, GeForce 7900 GT, GeForce GT 130 Mac Edition, Radeon HD 5550, Quadro 4000, Quadro 4000 Mac Edition, GeForce 7900 GTO, GeForce GT 545, GeForce GT 640 OEM Rebrand, FireGL V7350, Radeon HD 2900 PRO, FireGL V7200, FireGL V7600, GeForce 7800 GTX 512, Stream Processor, FireGL V7300, GeForce 8800 GTS 640, GeForce 8800 GTS 320, GeForce 7900 GTX, FireStream 9170, Radeon HD 4860, Quadro 2000D, Quadro 2000, Quadro FX 1800, GeForce 8800 GTS Core 112, Radeon HD 4750, Radeon HD 4770, GeForce 7800 GS 20Pipes AGP, GeForce 7800 GS+ 20Pipes AGP, GeForce 7800 GS+ 24Pipes AGP, GeForce 7800 GS 24Pipes AGP, GeForce 9600 GTX, Radeon HD 3850 AGP, Radeon HD 3850, Quadro FX 5600 Mac Edition, Quadro FX 5600, Tesla C870, GeForce 9600 GSO",0.0004218651415030701,127.4,370.0,"Tesla C870, Quadro FX 5600, Quadro FX 5600 Mac Edition, Quadro 2000D, Quadro 2000",0.013146208467937653,36.8,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",0.007442401051521301,46.6,220.0,"RTX PRO 4000 Blackwell SFF, Arc A350, RTX PRO 2000 Blackwell, Iris Xe MAX Graphics, Radeon RX 7400",0.011787542729150682,36.8,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z1 Extreme GPU, Ryzen Z2 Go GPU, Ryzen Z2 GPU, Ryzen Z2 Extreme GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeon Siege 3: Treasures of the Sun,0.00036575975930286305,181.66,469.0,"GeForce GTX 260 Rev. 2, GeForce GTX 260, GeForce GTX 260 OEM, GeForce GTX 260 Core 216, GeForce GTX 260 Core 216 Rev. 2, GeForce GTX 560, GeForce GTX 560 Ti OEM, GeForce GTX 560 Ti, Radeon HD 6850, FirePro V7800, FirePro V7800P, FireStream 9350, Radeon HD 6850 1440SP Edition, Radeon HD 5850, Radeon HD 6870, Radeon HD 6870 1600SP Edition, FirePro W5000, FirePro W5000 DVI, FirePro W4000, FirePro R5000, Tesla M1060, Tesla C1060, Tesla C1080, Quadro FX 5800, GeForce GTX 275, GeForce GTX 275 PhysX Edition, GeForce GTX 560 Ti 448, GeForce GTX 280, GeForce GTX 570 Rev. 2, GeForce GTX 570, GeForce GTX 470, FirePro V8800, FireStream 9370, FirePro V9800P, FirePro V9800, Radeon HD 7850, Radeon HD 5870 Mac Edition, Radeon HD 6930, Radeon HD 5870 Eyefinity 6, Radeon HD 5870, Radeon Sky 500, FirePro S7000, FirePro W7000, Radeon HD 8870 OEM, Radeon HD 7870 GHz Edition, Tesla X2070, GeForce GTX 480, Tesla M2090, Tesla X2090, Tesla C2090",0.0008018861214319865,105.0,330.0,"FirePro W4000, FirePro W5000 DVI, FirePro W5000, Radeon Sky 500, FirePro W7000",0.012458259548459735,36.4,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, Ryzen Z2 Go GPU",0.007496846284185137,55.6,230.0,"RTX PRO 4000 Blackwell SFF, Arc A350, RTX PRO 2000 Blackwell, Radeon RX 7400, RTX 4000 SFF Ada Generation",0.012458259548459734,36.4,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 Extreme GPU, Ryzen AI Z2 Extreme GPU, Ryzen Z2 Go GPU, Ryzen Z2 GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
DungeonBowl,0.00018773045230385352,132.1875,355.0,"FireGL V7600, Radeon HD 2900 PRO, FireStream 9170, GeForce 7900 GTX, Radeon HD 3850 AGP, Radeon HD 3850, GeForce 8800 GTS 320, GeForce 8800 GTS 640, GeForce 8800 GTS Core 112, Radeon X1900 XTX, Radeon HD 4750, Radeon HD 4770, Radeon HD 2900 XT, FireGL V8650, FireGL V8600, Radeon HD 4860, Quadro FX 5600, Quadro FX 5600 Mac Edition, Tesla C870, Radeon X1950 XT, GeForce 9600 GSO 512, GeForce GT 230, FirePro V8700, Radeon HD 4870 Mac Edition, Radeon HD 4830, GeForce 9600 GT, GeForce 9600 GT Rev. 2, GeForce GT 140 OEM, Radeon HD 4855, GeForce 8800 GTX, FirePro V8750, FireStream 9270, Radeon HD 4870, Quadro FX 4600, Quadro FX 4600 SDI, Quadro FX 3800, GeForce 8800 GTS 512, GeForce 9800 GT, GeForce 8800 GT Mac Edition, GeForce 8800 GT, Quadro CX, Quadro FX 4800, Quadro FX 4800 Mac Edition, GeForce GTX 465, GeForce GTX 560 SE, GeForce GTX 555 OEM, GeForce GT 645 OEM, Radeon X1950 CrossFire Edition, Radeon X1950 XTX, FireStream 9250",0.00042252223155200786,153.0,420.0,"GeForce GT 645 OEM, Quadro FX 5600, Tesla C870, Quadro FX 5600 Mac Edition, GeForce GTX 555 OEM",0.013146208467937653,36.8,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",0.007442401051521301,46.6,220.0,"RTX PRO 4000 Blackwell SFF, Arc A350, Iris Xe MAX Graphics, RTX PRO 2000 Blackwell, Radeon RX 7400",0.012308264871438346,36.8,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 Extreme GPU, Ryzen AI Z2 Extreme GPU, Ryzen Z1 Extreme GPU, Ryzen Z2 Go GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeonmans,0.00016317843028244817,103.75510204081633,293.0,"Radeon X1900 XT, Radeon X1900 CrossFire Edition, Radeon X1950 XT AGP, Radeon X1800 CrossFire Edition, Radeon X1800 XT, GeForce 7950 GT, Radeon X1900 XTX, Quadro FX 4600 SDI, Quadro FX 4600, GeForce 9600 GT Green Edition, Quadro FX 3500, GeForce 7900 GS, GeForce 7900 GS AGP, GeForce 7900 GT, GeForce GT 130 Mac Edition, Radeon HD 5550, Quadro 4000, Quadro 4000 Mac Edition, GeForce 7900 GTO, GeForce GT 545, GeForce GT 640 OEM Rebrand, FireGL V7350, Radeon HD 2900 PRO, FireGL V7200, FireGL V7600, GeForce 7800 GTX 512, Stream Processor, FireGL V7300, GeForce 8800 GTS 640, GeForce 8800 GTS 320, GeForce 7900 GTX, FireStream 9170, Radeon HD 4860, Quadro 2000D, Quadro 2000, Quadro FX 1800, GeForce 8800 GTS Core 112, Radeon HD 4750, Radeon HD 4770, GeForce 7800 GS 20Pipes AGP, GeForce 7800 GS+ 20Pipes AGP, GeForce 7800 GS+ 24Pipes AGP, GeForce 7800 GS 24Pipes AGP, GeForce 9600 GTX, Radeon HD 3850 AGP, Radeon HD 3850, Quadro FX 5600 Mac Edition, Quadro FX 5600, Tesla C870, GeForce 9600 GSO",0.0004218651415030701,127.4,370.0,"Tesla C870, Quadro FX 5600, Quadro FX 5600 Mac Edition, Quadro 2000D, Quadro 2000",0.013146208467937653,36.8,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",0.007442401051521301,46.6,220.0,"RTX PRO 4000 Blackwell SFF, Arc A350, RTX PRO 2000 Blackwell, Iris Xe MAX Graphics, Radeon RX 7400",0.011787542729150682,36.8,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z1 Extreme GPU, Ryzen Z2 Go GPU, Ryzen Z2 GPU, Ryzen Z2 Extreme GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeons 3,0.00035597140138729944,173.06,456.0,"GeForce GTX 460 v2, GeForce GTX 260 Rev. 2, GeForce GTX 260, GeForce GTX 260 OEM, GeForce GTX 260 Core 216, GeForce GTX 260 Core 216 Rev. 2, GeForce GTX 560, GeForce GTX 460 v2 ES, GeForce GTX 560 Ti, GeForce GTX 560 Ti OEM, Radeon HD 6850, FirePro V7800P, FireStream 9350, FirePro V7800, Radeon HD 6850 1440SP Edition, Radeon HD 5850, Radeon HD 6870, Radeon HD 6870 1600SP Edition, GeForce GTX 275 PhysX Edition, GeForce GTX 275, GeForce GTX 280, Quadro CX, Quadro FX 4800 Mac Edition, Quadro FX 4800, FireStream 9370, FirePro V8800, FirePro V9800, FirePro V9800P, GeForce GTX 560 Ti 448, GeForce GTX 570, GeForce GTX 570 Rev. 2, FirePro W5000, FirePro W5000 DVI, FirePro W4000, FirePro R5000, Tesla C1060, Tesla M1060, Quadro FX 5800, Tesla C1080, Radeon HD 7850, Radeon HD 6930, Radeon HD 5870 Mac Edition, Radeon HD 5870 Eyefinity 6, Radeon HD 5870, GeForce GTX 470, FirePro W7000, Radeon Sky 500, FirePro S7000, Radeon HD 8870 OEM, Radeon HD 7870 GHz Edition",0.0008018861214319865,105.0,330.0,"FirePro W5000, FirePro W5000 DVI, FirePro W4000, FirePro S7000, Radeon Sky 500",0.012458259548459735,36.4,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, Ryzen Z2 Go GPU",0.007496846284185137,55.6,230.0,"RTX PRO 4000 Blackwell SFF, Arc A350, Radeon RX 7400, RTX PRO 2000 Blackwell, RTX 4000 SFF Ada Generation",0.012458259548459735,36.4,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 Extreme GPU, Ryzen AI Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z2 Go GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dungeons of Edera,0.0008714411759109272,217.64,527.5510204081633,"FirePro W9000, Radeon HD 7970, Radeon HD 8970 OEM, FirePro D700, Xbox One X GPU, Tesla K20s, Tesla K20m, Tesla K20c, GeForce GTX 760 Ti OEM Rebrand, GeForce GTX 760 Ti OEM, GeForce GTX 670, Quadro K5200, Radeon HD 8950 OEM, Radeon HD 7950 Boost, Radeon R9 280, Radeon R9 280X, Radeon HD 7970 GHz Edition, GeForce GTX 680, GeForce GTX 680 Mac Edition, Tesla K20Xm, Tesla K20X, GeForce GTX 780 6 GB, GeForce GTX 780, GeForce GTX 780 Rev. 2, Tesla K40st, Quadro K6000 SDI, FirePro S9100, FirePro W8100, Radeon R9 390, Radeon R9 290, GeForce GTX TITAN, FirePro S9150, FirePro S9170, FirePro W9100, Radeon R9 390X, Radeon R9 290X, GeForce GTX 770, Tesla K40c, Tesla K40m, Tesla K40s, Tesla K40t, Tesla K40d, Quadro K6000, Radeon RX 470, Radeon RX 470D, RTX A2000 12 GB, RTX A2000, Quadro M5000, Radeon RX 560 XT, Radeon Instinct MI6",0.002862473181315831,118.0,350.0,"RTX A2000 12 GB, RTX A2000, Radeon Instinct MI6, Xbox One X GPU, Quadro M5000",0.0072461394923073906,70.6,250.0,"RTX PRO 4000 Blackwell SFF, RTX PRO 2000 Blackwell, RTX 4000 SFF Ada Generation, Radeon RX 7400, RTX 3500 Embedded Ada Generation",0.007042052745819091,64.6,240.0,"RTX PRO 4000 Blackwell SFF, Radeon RX 7400, RTX PRO 2000 Blackwell, RTX 4000 SFF Ada Generation, Radeon PRO W7500",0.0072461394923073906,70.6,250.0,"RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, Radeon RX 7400, RTX 3500 Embedded Ada Generation",0.007082945108413697,64.6,240.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX A2000 12 GB"
Duplicity: Beyond the Lies,0.00016317843028244817,103.75510204081633,293.0,"Radeon X1900 XT, Radeon X1900 CrossFire Edition, Radeon X1950 XT AGP, Radeon X1800 CrossFire Edition, Radeon X1800 XT, GeForce 7950 GT, Radeon X1900 XTX, Quadro FX 4600 SDI, Quadro FX 4600, GeForce 9600 GT Green Edition, Quadro FX 3500, GeForce 7900 GS, GeForce 7900 GS AGP, GeForce 7900 GT, GeForce GT 130 Mac Edition, Radeon HD 5550, Quadro 4000, Quadro 4000 Mac Edition, GeForce 7900 GTO, GeForce GT 545, GeForce GT 640 OEM Rebrand, FireGL V7350, Radeon HD 2900 PRO, FireGL V7200, FireGL V7600, GeForce 7800 GTX 512, Stream Processor, FireGL V7300, GeForce 8800 GTS 640, GeForce 8800 GTS 320, GeForce 7900 GTX, FireStream 9170, Radeon HD 4860, Quadro 2000D, Quadro 2000, Quadro FX 1800, GeForce 8800 GTS Core 112, Radeon HD 4750, Radeon HD 4770, GeForce 7800 GS 20Pipes AGP, GeForce 7800 GS+ 20Pipes AGP, GeForce 7800 GS+ 24Pipes AGP, GeForce 7800 GS 24Pipes AGP, GeForce 9600 GTX, Radeon HD 3850 AGP, Radeon HD 3850, Quadro FX 5600 Mac Edition, Quadro FX 5600, Tesla C870, GeForce 9600 GSO",0.0004218651415030701,127.4,370.0,"Tesla C870, Quadro FX 5600, Quadro FX 5600 Mac Edition, Quadro 2000D, Quadro 2000",0.013146208467937653,36.8,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",0.007442401051521301,46.6,220.0,"RTX PRO 4000 Blackwell SFF, Arc A350, RTX PRO 2000 Blackwell, Iris Xe MAX Graphics, Radeon RX 7400",0.011787542729150682,36.8,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z1 Extreme GPU, Ryzen Z2 Go GPU, Ryzen Z2 GPU, Ryzen Z2 Extreme GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
Dusk Diver,0.0015927552453911353,134.24489795918367,361.0,"GeForce GTX 1050 Ti, GeForce GTX 960 OEM, GeForce GTX 960, GeForce RTX 3050 6 GB, Quadro P2000, Radeon RX 560 XT, Radeon RX 470D, Radeon RX 580 2048SP, Radeon RX 570, Radeon RX 570X, RTX A1000, Radeon RX 470, Radeon RX 5300 OEM, Radeon Pro 5300, Radeon Pro WX 7100, Radeon Instinct MI6, GeForce GTX 770, GeForce GTX 1650 TU116, GeForce GTX 1650 TU106, GeForce GTX 1650 GDDR6, GeForce GTX 1650, RTX A500, GeForce RTX 3050 OEM, GeForce GTX 660 Ti, Arc Pro A40, Radeon HD 7870 XT, GeForce GTX 680, GeForce GTX 680 Mac Edition, GeForce RTX 3050 8 GB, GeForce RTX 3050 8 GB GA107, Radeon Pro W5500X, Radeon Pro 5500 XT, Radeon RX 580 OEM, Radeon RX 480, Radeon R9 270X, Radeon RX 580G, Radeon RX 580, Radeon RX 580X, GeForce GTX 760 Ti OEM, GeForce GTX 670, GeForce GTX 760 Ti OEM Rebrand, Radeon R9 370X, GeForce RTX 3050 4 GB, GeForce GTX 1650 SUPER, Radeon RX 590 GME, P106-090, GeForce GTX 970, Radeon R9 370 1024SP, Radeon R7 370, Radeon HD 7970 GHz Edition",0.0041098508749689375,64.0,250.0,"RTX A1000, Arc Pro A40, RTX A500, GeForce RTX 3050 6 GB, GeForce RTX 3050 4 GB",0.012458259548459735,36.4,250.0,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, Ryzen Z2 Go GPU",0.007135097486632211,51.6,230.0,"RTX PRO 4000 Blackwell SFF, RTX A1000, Radeon RX 7400, Arc A350, RTX 4000 SFF Ada Generation",0.012458259548459735,36.4,250.0,"RTX PRO 4000 Blackwell SFF, Ryzen Z2 Extreme GPU, Ryzen AI Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z2 Go GPU",0.007159096956253051,51.6,230.0,"Radeon RX 7400, RTX PRO 2000 Blackwell, RTX PRO 4000 Blackwell SFF, Arc A350, RTX A1000"
