game_name,proxy_gpu_names,passmark_gpu_names,proxy_avg_tdp,proxy_avg_psu,proxy_avg_score,proxy_avg_score_per_watt,passmark_avg_tdp,passmark_avg_psu,passmark_avg_score,passmark_avg_score_per_watt,overlap_at_k,overlap_rate
.hack//G.U. Last Recode,"Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, Radeon RX 7400",65.0,240.0,0.3104649009076362,0.0049540253613073485,70.6,250.0,15240.458,215.55623476432726,4,0.8
0 A.D.,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
000 Plus,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
007 Legends,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell",48.2,233.33333333333334,0.28653587847369844,0.006454428103330241,53.2,250.0,15026.078,321.3067438616071,3,0.6
0RBITALIS,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1 2 3 KICK IT! (Drop That Beat Like an Ugly Baby),"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",25.8,200.0,0.18829905326020285,0.007241723240126198,44.8,250.0,13994.659,347.45453543526787,2,0.4
10 Minute Barbarian,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
10 Second Ninja,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
10 Second Ninja X,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
10 Years After,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
100% Orange Juice,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
11-11 Memories Retold,"Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, Radeon RX 7400",65.0,240.0,0.3104649009076362,0.0049540253613073485,70.6,250.0,15240.458,215.55623476432726,4,0.8
112 Operator,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Radeon PRO W6300","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",30.4,200.0,0.2091885413342635,0.00683594998791613,36.8,250.0,12842.877,367.88142345610123,3,0.6
12 Minutes,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Arc A350","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",30.4,200.0,0.20913318220425653,0.00683373562271585,44.8,250.0,13994.659,347.45453543526787,3,0.6
12 is better than 6,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
140,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1666 Amsterdam,"Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, Radeon RX 7400",65.0,240.0,0.3104649009076362,0.0049540253613073485,70.6,250.0,15240.458,215.55623476432726,4,0.8
18 Wheels of Steel: Extreme Trucker,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
18 Wheels of Steel: Extreme Trucker 2,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
18 wheels of steel american long haul,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Radeon PRO W6300","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",30.4,200.0,0.2091885413342635,0.00683594998791613,36.8,250.0,12842.877,367.88142345610123,3,0.6
18 wheels of steel: Pedal to the metal,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1849,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1931: Scheherazade at the Library of Pergamum,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1953: KGB Unleashed,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1954 Alcatraz,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
1971 Project Helios,"Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, Radeon RX 7400",65.0,240.0,0.3104649009076362,0.0049540253613073485,70.6,250.0,15240.458,215.55623476432726,4,0.8
1979 Revolution: Black Friday,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
20000 Leagues Above The Clouds,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
20XX,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
25 To Life,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
3 out of 10,"Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, Radeon RX 7400",65.0,240.0,0.3104649009076362,0.0049540253613073485,70.6,250.0,15240.458,215.55623476432726,4,0.8
3079,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
3089,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
30XX,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
3D SexVilla 2: Everlust,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
3dSen,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
4089: Ghost Within,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
4PM,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
4x4 Evo 2,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
5089: The Action RPG,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
5D Chess With Multiverse Time Travel,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
6180 the moon,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
7 Days To Die,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
7554,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
8 Kingdoms,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
8-Bit Hordes,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Arc A350","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",30.4,200.0,0.20913318220425653,0.00683373562271585,44.8,250.0,13994.659,347.45453543526787,3,0.6
8-bit Armies,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Arc A350","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",30.4,200.0,0.20913318220425653,0.00683373562271585,44.8,250.0,13994.659,347.45453543526787,3,0.6
80 Days,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
83,"Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, Radeon RX 7400",65.0,240.0,0.3104649009076362,0.0049540253613073485,70.6,250.0,15240.458,215.55623476432726,4,0.8
8BitBoy,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
8Doors: Arums Afterlife Adventure,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Arc A350","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",30.4,200.0,0.20913318220425653,0.00683373562271585,44.8,250.0,13994.659,347.45453543526787,3,0.6
9 Monkeys of Shaolin,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, L4, RTX PRO 4000 Blackwell SFF","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell",48.2,233.33333333333334,0.28653587847369844,0.006454428103330241,53.2,250.0,15026.078,321.3067438616071,3,0.6
99 Levels To Hell,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Radeon PRO W6300","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",30.4,200.0,0.2091885413342635,0.00683594998791613,44.8,250.0,13994.659,347.45453543526787,3,0.6
99 Spirits,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
"999: Nine Persons, Nine Hours, Nine Doors","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
9Dragons,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
A Bird Story,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
A Chair in a Room: Greenwater,"L4, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, Tesla T4G","RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation, RTX PRO 2000 Blackwell, RTX 3500 Embedded Ada Generation, RTX 4000 Ada Generation",70.4,250.0,0.3015914925286772,0.004279577352435089,88.0,270.0,17641.129,210.4426558636676,3,0.6
A Dead Worlds Dream,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
A Fistful Of Cows,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
A Fistful of Gun,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck OLED GPU, Steam Deck GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
A Game Of Dwarves,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Steam Deck GPU, Steam Deck OLED GPU","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, Ryzen Z1 Extreme GPU, RTX PRO 4000 Blackwell SFF",25.8,200.0,0.18829905326020285,0.007241723240126198,36.8,250.0,12842.877,367.88142345610123,2,0.4
A Game Of Thrones,"Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Radeon RX 7400, Ryzen Z2 GPU, Radeon PRO W6300","Ryzen AI Z2 Extreme GPU, Ryzen Z2 Extreme GPU, Ryzen Z2 GPU, RTX PRO 4000 Blackwell SFF, RTX 4000 SFF Ada Generation",30.4,200.0,0.2091885413342635,0.00683594998791613,44.8,250.0,13994.659,347.45453543526787,3,0.6
