method,avg_tdp,avg_psu,avg_ppw,avg_efficiency_regret,avg_overprovisioning,unique_gpus,top1_share,ndcg@5,recall_label3@5
Power_Top5,40.441946538725155,215.8704592186429,0.006412685729521848,0.16585167261260345,9.131759699812477,23,0.7155586017820424,0.8762785356606858,1.0
LTR_Utility_Top5,48.97313228238521,224.27004797806717,0.004562350033242809,0.3998692984581304,8.7878444747346,79,0.7388622344071282,0.9998447754881761,1.0
