method,avg_tdp,avg_psu,avg_ppw,avg_efficiency_regret,avg_overprovisioning,unique_gpus,top1_share,ndcg@5,recall_label3@5
Power_Top5,49.53269362577107,252.31322823851954,0.011099754355411039,0.20709199388027483,23.06461182984873,22,0.7155586017820424,0.717667417800809,1.0
LTR_Utility_Top5,55.78478409869774,239.2214987434316,0.00955372121740935,0.3136078403325,23.66319565953216,37,0.9725839616175462,0.9740244721180079,1.0
