method,avg_tdp,avg_psu,avg_ppw,avg_efficiency_regret,avg_overprovisioning,unique_gpus,top1_share,ndcg@5,recall_label3@5
Power_Top5,40.441946538725155,215.8704592186429,0.006412685729521848,0.16585167261260345,9.131759699812477,23,0.7155586017820424,0.75579756865545,1.0
LTR_Utility_Top5,44.94653872515421,222.26867717614806,0.005366097353875535,0.2989191239931044,11.981893467888002,43,0.22618231665524333,0.7542443745079731,1.0
