process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name,hard_filter_count,soft_filter_count,norm_texture_rate,norm_pixel_rate,norm_memory_bandwidth_gbs,norm_tmus,norm_rops,norm_memory_speed_mhz,norm_boost_clock_mhz,perf_feature_count,perf_score
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,6144.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,30720.0,30720.0,2020-10-16,Master Arena,2,5,0.12826603325415678,0.12444444444444444,0.21839587932303162,0.24882629107981222,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.19816631337786958
28.0,132.0,137.5,60.0,63.5,11.6,5.0,4.35,4096.0,1501.5,5.0,272.2,589.0,625.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2020-02-03,Master Bladesmith,2,5,0.21694378463974665,0.28,0.39985283296541574,0.41158059467918623,0.5094339622641509,0.7393797237425072,0.1422857142857143,7,0.3409659458998561
60.0,32.0,22.5,8.0,8.0,10.05,4.05,2.55,512.0,850.0,3.0,41.6,,400.0,2048.0,8192.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,2048.0,2048.0,2013-10-29,Master Reboot,2,5,0.03483768804433888,0.03333333333333333,0.060485651214128036,0.09859154929577464,0.018867924528301886,0.39979150377899403,,6,0.06114059146179941
,,,,,9.0,3.0,2.0,256.0,325.0,1.0,5.2,,325.0,2048.0,4096.0,256.0,1024.0,Windows Vista 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2016-08-25,Master of Orion,2,1,,,0.006916850625459897,,,0.12614021370862652,,2,0.029537992756552677
34.0,56.0,50.5,24.0,21.0,11.05,5.0,4.15,1024.0,1250.5,5.0,112.05,,450.0,4096.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,2048.0,2048.0,2018-04-10,Masters of Anima,2,5,0.0791765637371338,0.09111111111111111,0.16416482707873437,0.17370892018779344,0.16981132075471697,0.6085483450612458,,6,0.16643908720793327
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2014-01-01,Matador,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2013-01-07,Mauv,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
,,,,,6.0,,1.1,8.0,127.5,,0.5,,,,,,,Windows 95,Windows 2000,8.0,8.0,,1024.0,2001-07-23,Max Payne 1,2,1,,,1e-06,,,0.023195204586916863,,2,0.00015229971958909456
,,,,,7.0,0.5,1.2999999999999998,48.0,266.0,,2.1,,,,,,,Windows 98,,9.0,9.0,1536.0,1536.0,2003-10-15,Max Payne 2: The Fall of Max Payne,2,1,,,0.00235467255334805,,,0.09538702111024237,,2,0.014986834240556572
55.0,10.0,5.0,,3.0,10.0,4.05,2.6500000000000004,384.0,250.0,2.5,8.0,,175.0,2048.0,3072.0,512.0,2048.0,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,35840.0,35840.0,2012-06-01,Max Payne 3,2,4,0.007125890736342043,0.011111111111111112,0.011037527593818985,0.0297339593114241,,0.08704717227000261,,5,0.018659292489432922
55.0,10.0,5.0,,3.0,10.0,4.05,2.6500000000000004,384.0,250.0,2.5,8.0,,175.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,35840.0,35840.0,2013-01-22,Max Payne 3: Deathmatch Made in Heaven,2,4,0.007125890736342043,0.011111111111111112,0.011037527593818985,0.0297339593114241,,0.08704717227000261,,5,0.018659292489432922
55.0,10.0,5.0,,3.0,10.0,4.05,2.6500000000000004,384.0,250.0,2.5,8.0,,175.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,1024.0,1024.0,2012-10-30,Max Payne 3: Hostage Negotiation Pack,2,4,0.007125890736342043,0.011111111111111112,0.011037527593818985,0.0297339593114241,,0.08704717227000261,,5,0.018659292489432922
55.0,10.0,5.0,,3.0,10.0,4.05,2.6500000000000004,384.0,250.0,2.5,8.0,,175.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,2048.0,2048.0,2012-07-03,Max Payne 3: Local Justice,2,4,0.007125890736342043,0.011111111111111112,0.011037527593818985,0.0297339593114241,,0.08704717227000261,,5,0.018659292489432922
55.0,10.0,5.0,,3.0,10.0,4.05,2.6500000000000004,384.0,250.0,2.5,8.0,,175.0,2048.0,3072.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,4096.0,4096.0,2012-12-04,Max Payne 3: Painful Memories DLC,2,4,0.007125890736342043,0.011111111111111112,0.011037527593818985,0.0297339593114241,,0.08704717227000261,,5,0.018659292489432922
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,256.0,,Windows XP 32-bit,Windows XP 32-bit,,,,,2015-11-20,Mayan Death Robots,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
34.0,18.0,15.0,,6.5,11.5,5.0,3.8,1280.0,950.0,4.0,39.2,,350.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,12.0,12.0,2048.0,2048.0,2019-11-11,Mazi - Remastered,2,4,0.022961203483768806,0.02666666666666667,0.05695364238410596,0.054773082942097026,,0.4519155590304926,,5,0.061266330974688823
31.0,10.0,8.0,,4.0,11.0,5.0,4.1,512.0,850.0,3.0,20.0,575.0,300.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,,,2020-02-05,Mazovian Adventure,2,4,0.011876484560570071,0.015555555555555555,0.02869757174392936,0.0297339593114241,,0.39979150377899403,0.13428571428571429,6,0.04514286487297134
,,,,,9.0,3.0,2.0,384.0,600.0,3.0,38.4,,200.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2014-06-27,McDroid,2,1,,,0.055776306107431936,,,0.2694813656502476,,2,0.12259965391777014
14.0,,,,,10.6,4.55,3.7,256.0,779.0,3.0,17.8,,,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,2048.0,2048.0,2016-10-26,Meadow,2,1,,,0.025459896983075794,,,0.36278342455043,,2,0.0961063401458062
28.0,132.0,141.5,60.0,65.0,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,8192.0,16384.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,6144.0,6144.0,2021-03-25,Mech Mechanic Simulator,2,5,0.22327790973871733,0.2866666666666667,0.44694628403237674,0.41158059467918623,0.5094339622641509,0.8045347928068803,0.1422857142857143,7,0.3532676631748642
34.0,112.0,149.0,32.0,44.0,11.5,5.0,4.3,3072.0,1501.0,5.0,272.15,542.5,650.0,4096.0,8192.0,2000.0,6000.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,81920.0,81920.0,2019-12-10,MechWarrior 5: Mercenaries,2,5,0.23515439429928742,0.19333333333333333,0.3997792494481236,0.3489827856025039,0.24528301886792453,0.7391191034662496,0.11571428571428571,7,0.2794430307092934
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-13,Mecha Ace,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
28.0,132.0,141.5,60.0,65.0,12.0,5.0,4.4,6144.0,1626.5,5.0,304.2,589.0,550.0,12288.0,12288.0,4096.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2021-08-30,Mecha Knights: Nightmare,2,5,0.22327790973871733,0.2866666666666667,0.44694628403237674,0.41158059467918623,0.5094339622641509,0.8045347928068803,0.1422857142857143,7,0.3532676631748642
20.0,2.0,1.0,,1.0,9.55,3.0,2.55,384.0,300.0,1.0,4.800000000000001,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2014-04-15,Mechanic Escape,2,4,0.000791765637371338,0.0022222222222222222,0.006328182487122885,0.004694835680751174,,0.11310919989575188,,5,0.005680104051035981
52.5,16.0,9.5,8.0,6.5,10.5,4.5,3.5999999999999996,768.0,750.0,4.0,35.2,,300.0,2048.0,8192.0,,,Windows Vista 32-bit,Windows 7 64-bit,9.0,9.0,4096.0,4096.0,2012-10-29,Mechwarrior Online,2,5,0.014251781472684086,0.02666666666666667,0.051066961000735836,0.048513302034428794,0.018867924528301886,0.3476674485274954,,6,0.04283391950155105
40.0,6.0,3.5,6.0,3.5,9.5,3.5,2.55,256.0,650.0,3.0,41.6,,475.0,2048.0,3072.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,9216.0,9216.0,2010-10-15,Medal of Honor,2,5,0.004750593824228029,0.013333333333333334,0.060485651214128036,0.017214397496087636,1e-06,0.2955433932759969,,6,0.005187705892763167
28.0,48.0,53.5,16.0,17.5,11.6,5.0,4.4,2048.0,1487.5,5.0,95.2,1117.5,400.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2020-12-11,Medal of Honor: Above and Beyond,2,5,0.08392715756136183,0.07555555555555556,0.1393671817512877,0.1486697965571205,0.09433962264150944,0.7320823560072973,0.4442857142857143,7,0.16957142043943196
20.0,2.0,1.0,,1.0,9.55,3.0,2.55,320.0,500.0,1.0,8.0,,150.0,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,5120.0,5120.0,2007-09-07,Medal of Honor: Airborne,2,4,0.000791765637371338,0.0022222222222222222,0.011037527593818985,0.004694835680751174,,0.21735731039874903,,5,0.007234526589982312
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2003-09-22,Medal of Honor: Allied Assault - Breakthrough,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
60.0,32.0,13.0,14.0,3.5,10.05,4.05,2.6500000000000004,448.0,400.0,3.0,19.2,,225.0,2048.0,4096.0,,,Windows Vista 32-bit,Windows 7 64-bit,10.0,11.0,20480.0,20480.0,2012-10-26,Medal of Honor: Warfighter,2,5,0.01979414093428345,0.013333333333333334,0.027520235467255332,0.09859154929577464,0.07547169811320754,0.16523325514725046,,6,0.04554857578521016
60.0,32.0,13.0,14.0,3.5,10.05,4.05,2.6500000000000004,448.0,400.0,3.0,19.2,,225.0,2048.0,4096.0,,,Windows Vista 32-bit,Windows 7 64-bit,10.0,11.0,1024.0,1024.0,2012-12-19,Medal of Honor: Warfighter - The Hunt Map Pack,2,5,0.01979414093428345,0.013333333333333334,0.027520235467255332,0.09859154929577464,0.07547169811320754,0.16523325514725046,,6,0.04554857578521016
21.0,124.0,152.5,44.0,53.5,12.0,5.0,4.45,4096.0,1751.5,5.0,224.2,1222.0,475.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,10240.0,10240.0,2020-09-17,Medieval Dynasty,2,5,0.24069675376088678,0.23555555555555555,0.3292126563649742,0.3865414710485133,0.3584905660377358,0.8696898618712536,0.504,7,0.37950329764118806
40.0,44.0,35.0,16.0,13.0,11.0,5.0,3.65,1024.0,951.0,5.0,92.85,,450.0,3072.0,8192.0,1024.0,3072.0,Windows Vista 32-bit,Windows 7 64-bit,11.0,11.0,5120.0,5120.0,2015-02-19,Medieval Engineers,2,5,0.05463182897862233,0.05555555555555555,0.13590875643855777,0.13615023474178403,0.09433962264150944,0.45243679958300753,,6,0.1156862794537136
,,,,,8.55,1.65,1.65,128.0,311.0,,4.1000000000000005,,,,1024.0,,,Windows 2000,Windows XP 32-bit,9.0,9.0,11264.0,11264.0,2006-11-10,Medieval II: Total War,2,1,,,0.0052980132450331134,,,0.11884284597341674,,2,0.025092448506365255
,,,,,9.0,3.0,1.75,128.0,133.0,1.0,1.05,,,,1024.0,,,Windows 2000,,9.0,9.0,9216.0,1536.0,2007-08-31,Medieval II: Total War Kingdoms,2,1,,,0.0008094186902133923,,,0.026062027625749284,,2,0.004592939392713475
40.0,20.0,13.5,,4.0,11.0,5.0,4.15,1024.0,900.0,3.0,28.8,,350.0,3072.0,5120.0,,,Windows Vista 32-bit,Windows 7 64-bit,9.0,9.0,5120.0,7168.0,2017-06-09,Medieval Kingdom Wars,2,4,0.02058590657165479,0.015555555555555555,0.041648270787343636,0.06103286384976526,,0.4258535314047433,,5,0.051047596640977105
28.0,72.0,79.5,32.0,36.0,11.65,5.0,4.4,2048.0,1576.5,5.0,145.7,1114.0,450.0,8192.0,8192.0,2048.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2023-12-30,Meet Your Maker,2,5,0.1250989707046714,0.15777777777777777,0.21368653421633552,0.2237871674491393,0.24528301886792453,0.7784727651811311,0.4422857142857143,7,0.25971897179203757
28.0,26.0,24.5,8.0,11.5,12.0,5.0,4.35,2048.0,1012.5,4.0,50.4,412.5,425.0,4096.0,6144.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2018-10-03,Mega Man 11,2,5,0.03800475059382423,0.04888888888888889,0.0734363502575423,0.07981220657276995,0.018867924528301886,0.48449309356267917,0.041428571428571426,7,0.06341491985045783
34.0,28.0,27.0,12.0,15.0,11.1,5.0,4.199999999999999,1536.0,1087.5,5.0,86.0,525.0,400.0,2048.0,4096.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,6144.0,6144.0,2017-08-08,Mega Man Legacy Collection 2,2,5,0.04196357878068092,0.06444444444444444,0.12582781456953643,0.08607198748043818,0.05660377358490566,0.5235861350013031,0.10571428571428572,7,0.09877936762040242
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,6144.0,7168.0,2020-02-25,Mega Man Zero/ZX Legacy Collection,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2010-03-01,MegaGlest,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
27.5,28.0,14.0,8.0,4.0,10.05,4.1,3.2,128.0,255.0,2.5,8.15,,150.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,2048.0,2048.0,2013-08-06,Megabyte Punch,2,5,0.021377672209026127,0.015555555555555555,0.011258278145695366,0.08607198748043818,0.018867924528301886,0.08965337503257753,,6,0.028581065803815513
27.5,28.0,14.0,8.0,4.0,10.05,4.1,3.2,128.0,255.0,2.5,8.15,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,,1024.0,2014-02-26,Melodys escape,2,5,0.021377672209026127,0.015555555555555555,0.011258278145695366,0.08607198748043818,0.018867924528301886,0.08965337503257753,,6,0.028581065803815513
56.0,4.5,2.5,,1.5,10.05,4.05,2.6,128.0,533.5,2.5,17.05,675.0,325.0,1024.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,,1024.0,2014-06-05,Meltdown,2,4,0.003167062549485352,0.0044444444444444444,0.024356144223693893,0.012519561815336464,,0.23481886890800105,0.19142857142857142,6,0.02403819883144894
34.0,8.0,4.5,,2.5,11.0,5.0,4.2,512.0,849.0,3.0,13.6,,300.0,2560.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,10240.0,10240.0,2013-08-30,Memoria,2,4,0.006334125098970704,0.008888888888888889,0.01927888153053716,0.023474178403755867,,0.399270263226479,,5,0.025205462053809847
15.0,56.0,74.5,24.0,32.5,12.05,,2.25,4096.0,1751.0,5.0,112.05,1333.5,375.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,10240.0,10240.0,2020-04-02,Memories Off: Innocent Fille,2,5,0.11718131433095803,0.14222222222222222,0.16416482707873437,0.17370892018779344,0.16981132075471697,0.8694292415949961,0.5677142857142857,7,0.235215283759797
15.0,56.0,74.5,24.0,32.5,12.05,,2.25,4096.0,1751.0,5.0,112.05,1333.5,375.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,10240.0,10240.0,2020-04-30,Memories Off: Innocent Fille - For Dearest,2,5,0.11718131433095803,0.14222222222222222,0.16416482707873437,0.17370892018779344,0.16981132075471697,0.8694292415949961,0.5677142857142857,7,0.235215283759797
,,,,,9.0,3.0,1.75,128.0,200.0,2.0,6.4,,,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,6144.0,6144.0,2014-02-25,Men of War: Assault Squad 2,2,1,,,0.008682855040470935,,,0.06098514464425332,,2,0.023011413919361942
14.0,48.0,62.5,24.0,33.0,12.05,,2.25,1024.0,1751.0,2.5,56.05,1327.5,325.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,15360.0,15360.0,2019-09-12,Men of War: Assault Squad 2 - Cold War,2,5,0.09817893903404593,0.14444444444444443,0.08175128771155261,0.1486697965571205,0.16981132075471697,0.8694292415949961,0.5642857142857143,7,0.2033116908241551
,,,,,9.0,3.0,1.75,384.0,300.0,1.0,8.0,,175.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2012-04-12,Men of War: Condemned Heroes,2,1,,,0.011037527593818985,,,0.11310919989575188,,2,0.035333354142568316
,,,,,9.0,3.0,1.75,384.0,300.0,1.0,8.0,,175.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2011-09-09,Men of War: Vietnam,2,1,,,0.011037527593818985,,,0.11310919989575188,,2,0.035333354142568316
72.5,18.0,10.5,14.0,8.5,10.0,4.0,3.1,640.0,750.0,3.0,48.0,,425.0,2048.0,3072.0,,,Windows Vista 32-bit,Windows 7 32-bit,9.0,,,1024.0,2013-07-22,Mercenary Kings,2,5,0.01583531274742676,0.035555555555555556,0.06990434142752024,0.054773082942097026,0.07547169811320754,0.3476674485274954,,6,0.06195726906617454
40.0,12.0,8.5,,3.0,11.0,5.0,4.15,768.0,900.0,4.0,21.6,,300.0,1024.0,1024.0,512.0,1024.0,Windows 7 32-bit,Windows 10 64-bit,9.0,9.0,,,2020-04-17,Merchant of the Skies,2,4,0.012668250197941409,0.011111111111111112,0.03105224429727741,0.03599374021909233,,0.4258535314047433,,5,0.03674606759137059
47.5,56.0,37.5,22.0,15.0,10.05,4.05,3.0,704.0,967.0,4.0,89.1,,525.0,3072.0,4096.0,,,Windows Vista 32-bit,Windows 7 64-bit,,,5120.0,5120.0,2016-08-11,Meridian: Squad 22,2,5,0.05859065716547902,0.06444444444444444,0.13038999264164827,0.17370892018779344,0.1509433962264151,0.46077664842324734,,6,0.1346059122270604
34.0,60.0,50.0,32.0,27.0,11.05,5.0,4.15,1536.0,1100.5,5.0,140.85,,475.0,8192.0,8192.0,4096.0,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,10240.0,10240.0,2018-01-02,Mesozoica,2,5,0.07838479809976247,0.11777777777777777,0.20654893303899927,0.18622848200312989,0.24528301886792453,0.530362262183998,,6,0.1894235883170232
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-02-02,Mess Goblins,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
60.0,16.0,10.0,,4.5,10.5,4.5,2.6500000000000004,512.0,1000.0,4.0,48.0,,375.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2011-11-11,Metacell,2,4,0.015043547110055424,0.017777777777777778,0.06990434142752024,0.048513302034428794,,0.47797758665624185,,5,0.05338264003602871
67.5,16.0,4.5,8.0,2.0,10.05,4.05,2.6500000000000004,384.0,350.0,3.0,11.2,,175.0,1024.0,2048.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,1024.0,1024.0,2016-11-04,Metal Assault: Gigaslave,2,5,0.006334125098970704,0.006666666666666667,0.015746872700515082,0.048513302034428794,0.018867924528301886,0.13917122752150118,,6,0.020956593353075523
,,,,,9.0,3.0,1.75,384.0,450.0,2.5,14.4,,175.0,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,1536.0,1536.0,2011-12-20,Metal Dead,2,1,,,0.020456217807211186,,,0.19129528277299973,,2,0.06255539920659556
28.0,72.0,72.5,28.0,28.0,11.55,5.0,4.35,2048.0,1451.0,5.0,161.7,1004.0,475.0,4096.0,8192.0,1024.0,2048.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,8192.0,2021-08-25,Metal Dogs,2,5,0.11401425178147269,0.12222222222222222,0.23723325974981602,0.2237871674491393,0.20754716981132076,0.7130570758405004,0.37942857142857145,7,0.2366302013628914
47.5,36.0,27.5,16.0,12.5,10.55,4.55,3.65,768.0,901.0,5.0,86.45,,450.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,25600.0,25600.0,2014-01-09,Metal Gear Rising: Revengeance,2,5,0.04275534441805225,0.05333333333333334,0.12649006622516556,0.1111111111111111,0.09433962264150944,0.42637477195725826,,6,0.1043233313962366
34.0,52.0,43.0,24.0,20.0,11.05,5.0,3.75,2048.0,1125.0,5.0,104.0,,450.0,4096.0,8192.0,2048.0,,Windows 7 64-bit,Windows 8 64-bit,11.0,11.0,28672.0,28672.0,2015-09-01,Metal Gear Solid V: The Phantom Pain,2,5,0.06730007917656373,0.08666666666666667,0.152317880794702,0.16118935837245696,0.16981132075471697,0.5431326557206151,,6,0.15374626701210012
34.0,36.0,34.0,16.0,15.0,11.05,5.0,4.199999999999999,1024.0,1150.0,5.0,107.2,,450.0,4096.0,8192.0,,,Windows Vista 64-bit,Windows 7 64-bit,11.0,11.0,4096.0,4096.0,2014-12-18,Metal Gear Solid: Ground Zeroes,2,5,0.05304829770387965,0.06444444444444444,0.1570272259013981,0.1111111111111111,0.09433962264150944,0.5561636695334897,,6,0.12094307951350416
34.0,52.0,43.0,24.0,20.0,11.05,5.0,3.75,2048.0,1125.0,5.0,104.0,,450.0,4096.0,8192.0,2048.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,20480.0,20480.0,2018-02-20,Metal Gear Survive,2,5,0.06730007917656373,0.08666666666666667,0.152317880794702,0.16118935837245696,0.16981132075471697,0.5431326557206151,,6,0.15374626701210012
28.0,36.0,37.0,16.0,16.5,11.1,5.0,4.25,2048.0,1187.5,5.0,76.0,,450.0,4096.0,8192.0,2048.0,2048.0,Windows 7 64-bit,Windows 10 64-bit,9.0,9.0,4096.0,4096.0,2021-01-01,Metal Slug Tactics,2,5,0.05779889152810768,0.07111111111111111,0.1111111111111111,0.1111111111111111,0.09433962264150944,0.5757101902528017,,6,0.11840726081470157
40.0,34.0,25.0,16.0,12.0,11.0,5.0,3.65,768.0,1026.0,5.0,65.65,,425.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,11.0,,,2021-01-28,Metal Unit,2,5,0.038796516231195566,0.051111111111111114,0.09587932303164091,0.10485133020344288,0.09433962264150944,0.4915298410216315,,6,0.09869803278059837
40.0,40.0,33.0,28.0,23.5,11.0,5.0,4.1,1024.0,1012.5,5.0,113.2,,450.0,4096.0,6144.0,,,Windows 7 32-bit,Windows 10 64-bit,11.0,11.0,10240.0,10240.0,2019-08-06,Metal Wolf Chaos XD,2,5,0.05146476642913698,0.10222222222222223,0.16585724797645326,0.12363067292644757,0.20754716981132076,0.48449309356267917,,6,0.14878303139482324
28.0,96.0,97.0,32.0,32.5,11.15,5.0,4.25,2048.0,1451.0,5.0,185.75,1015.0,500.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,12288.0,12288.0,2020-08-12,Metamorphosis,2,5,0.15281076801266824,0.14222222222222222,0.2726269315673289,0.29890453834115804,0.24528301886792453,0.7130570758405004,0.38571428571428573,7,0.2751765711858239
40.0,8.0,6.0,,3.0,11.05,5.0,4.25,768.0,899.0,4.0,21.6,,300.0,4096.0,4096.0,,,Windows 8 64-bit,Windows 10 64-bit,10.0,10.0,,,2020-07-23,Meteorfall: Krumits Tale,2,4,0.00870942201108472,0.011111111111111112,0.03105224429727741,0.023474178403755867,,0.4253322908522283,,5,0.03129188424989649
32.5,12.0,7.0,8.0,5.0,10.5,2.0,3.5999999999999996,512.0,350.0,3.0,22.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows Vista 32-bit,9.0,10.0,12288.0,12288.0,2010-03-19,Metro 2033,2,5,0.010292953285827395,0.02,0.032229580573951436,0.03599374021909233,0.018867924528301886,0.13917122752150118,,6,0.02925639894942007
60.0,36.0,23.0,16.0,11.0,10.05,4.05,2.7,512.0,1013.0,3.5,64.85,,425.0,2048.0,6144.0,,,Windows XP 32-bit,Windows 7 64-bit,10.0,11.0,10240.0,10240.0,2014-08-27,Metro 2033 Redux,2,5,0.035629453681710214,0.04666666666666667,0.09470198675496688,0.1111111111111111,0.09433962264150944,0.4847537138389367,,6,0.0963513862546936
21.0,60.0,69.0,32.0,39.5,11.6,2.5,4.35,2048.0,1476.0,5.0,132.85,727.5,400.0,8192.0,16384.0,2000.0,8000.0,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2021-01-01,Metro 4,2,5,0.10847189231987332,0.17333333333333334,0.194775570272259,0.18622848200312989,0.24528301886792453,0.726088089653375,0.22142857142857142,7,0.2223800194438298
9.5,140.0,301.0,56.0,120.5,12.05,2.5,2.25,6144.0,1750.0,6.0,392.0,2090.0,525.0,8192.0,8192.0,6144.0,8192.0,Windows 10 64-bit,Windows 10 64-bit,12.0,12.0,81920.0,81920.0,2021-05-06,Metro Exodus Enhanced Edition,2,5,0.4758511480601742,0.5333333333333333,0.5761589403973509,0.43661971830985913,0.4716981132075472,0.8689080010424811,1.0,7,0.5942439603808796
