process_nm,tmus,texture_rate,rops,pixel_rate,direct_x,shader,open_gl,memory_mb,memory_speed_mhz,memory_type,memory_bandwidth_gbs,boost_clock_mhz,psu_w,min_ram_mb,recom_ram_mb,min_vram_mb,recom_vram_mb,min_os,recom_os,min_direct_x,recom_direct_x,min_hdd_mb,recom_hdd_mb,release_date,name,hard_filter_count,soft_filter_count,norm_texture_rate,norm_pixel_rate,norm_memory_bandwidth_gbs,norm_tmus,norm_rops,norm_memory_speed_mhz,norm_boost_clock_mhz,perf_feature_count,perf_score
28.0,48.0,53.5,16.0,17.5,11.6,5.0,4.4,2048.0,1487.5,5.0,95.2,1117.5,400.0,4096.0,8192.0,2048.0,6144.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,40960.0,40960.0,2022-05-13,Evil Dead: The Game,2,5,0.08392715756136183,0.07555555555555556,0.1393671817512877,0.1486697965571205,0.09433962264150944,0.7320823560072973,0.4442857142857143,7,0.16957142043943196
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,4096.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,10.0,10.0,1638.4,1638.4,2020-10-03,Evil Democracy: 1932,2,5,0.12826603325415678,0.12444444444444444,0.21839587932303162,0.24882629107981222,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.19816631337786958
15.0,44.0,57.5,16.0,21.5,12.0,2.5,,2048.0,1375.0,2.5,16.0,1353.0,325.0,8192.0,8192.0,2048.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2021-03-30,Evil Genius 2: World Domination,2,5,0.09026128266033254,0.09333333333333334,0.022810890360559236,0.13615023474178403,0.09433962264150944,0.6734427938493615,0.5788571428571428,7,0.13818676503385044
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2014-02-20,EvilQuest,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,10.1,4.1,3.1,256.0,466.5,2.5,11.75,,150.0,8192.0,16384.0,512.0,2048.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2021-03-12,Evo\Wave,2,4,0.003167062549485352,0.0022222222222222222,0.016556291390728478,0.010954616588419406,,0.19989575188949701,,5,0.012060396527928827
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2013-04-04,Evoland,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
60.0,52.0,31.0,22.0,13.0,10.05,4.05,2.6500000000000004,704.0,996.0,3.0,87.75,,475.0,4096.0,4096.0,,,Windows Vista 32-bit,Windows 7 64-bit,9.0,9.0,,,2015-08-25,Evoland 2,2,5,0.04829770387965162,0.05555555555555555,0.12840323767476086,0.16118935837245696,0.1509433962264151,0.4758926244461819,,6,0.12593551871126704
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-04-04,Evolution RTS,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
40.0,48.0,39.5,24.0,20.0,11.0,5.0,3.65,1024.0,1100.5,5.0,102.45,,450.0,4096.0,6144.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,51200.0,51200.0,2015-02-10,Evolve,2,5,0.06175771971496437,0.08666666666666667,0.15003679175864607,0.1486697965571205,0.16981132075471697,0.530362262183998,,6,0.14856523216231432
72.5,8.0,5.0,,3.5,10.0,4.0,2.6,256.0,550.0,2.5,17.6,,375.0,2048.0,4096.0,512.0,1024.0,Windows XP 64-bit,,,,2048.0,2048.0,2015-04-29,Exanima,2,4,0.007125890736342043,0.013333333333333334,0.025165562913907286,0.023474178403755867,,0.2434193380244983,,5,0.026736589277125185
34.0,32.0,25.5,16.0,13.0,11.05,5.0,4.15,1024.0,1013.5,5.0,64.85,,400.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,4096.0,4096.0,2020-11-05,Exit Limbo: Opening,2,5,0.0395882818685669,0.05555555555555555,0.09470198675496688,0.09859154929577464,0.09433962264150944,0.4850143341151942,,6,0.0989669698054436
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,16384.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,11.0,2048.0,2048.0,2020-10-09,ExoCorps,2,5,0.12826603325415678,0.12444444444444444,0.21839587932303162,0.24882629107981222,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.19816631337786958
27.5,28.0,14.0,8.0,4.0,10.05,4.1,3.2,128.0,255.0,2.5,8.15,,150.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,10.0,5120.0,5120.0,2014-09-29,Exodus Wars: Fractured Empire,2,5,0.021377672209026127,0.015555555555555555,0.011258278145695366,0.08607198748043818,0.018867924528301886,0.08965337503257753,,6,0.028581065803815513
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2015-01-01,Exoplanet: First Contact,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
21.0,96.0,114.5,32.0,38.5,12.05,5.0,4.5,3072.0,1701.5,5.0,161.7,1192.0,425.0,8192.0,8192.0,,,Windows 10 64-bit,Windows 10 64-bit,11.0,11.0,1740.8,1740.8,2019-09-18,Exorcise The Demons,2,5,0.18052256532066507,0.1688888888888889,0.23723325974981602,0.29890453834115804,0.24528301886792453,0.8436278342455042,0.4868571428571429,7,0.2998235889766397
40.0,8.0,4.5,,2.0,9.5,3.5,2.05,256.0,597.5,3.0,27.049999999999997,,175.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,12288.0,12288.0,2013-05-30,Expeditions: Conquistador,2,4,0.006334125098970704,0.006666666666666667,0.0390728476821192,0.023474178403755867,,0.26817826426896013,,5,0.025310276152675747
40.0,24.0,19.0,8.0,9.5,11.0,5.0,4.1,1024.0,850.0,4.0,43.2,,400.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,12288.0,12288.0,2017-04-27,Expeditions: Viking,2,5,0.02929532858273951,0.04,0.06284032376747609,0.07355242566510173,0.018867924528301886,0.39979150377899403,,6,0.05868700027426509
72.5,8.0,4.5,,3.0,10.0,4.0,2.6,256.0,450.0,2.0,14.4,,375.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3072.0,3072.0,2011-02-11,Explodemon!,2,4,0.006334125098970704,0.011111111111111112,0.020456217807211186,0.023474178403755867,,0.19129528277299973,,5,0.023020397876877038
41.5,16.0,6.5,8.0,3.0,10.6,4.55,3.75,768.0,450.0,3.0,7.2,,150.0,4096.0,4096.0,1024.0,2048.0,Windows 7 64-bit,Windows 7 64-bit,9.0,9.0,4096.0,4096.0,2021-03-13,Explorer of Yggdrasil,2,5,0.009501187648456057,0.011111111111111112,0.00986019131714496,0.048513302034428794,0.018867924528301886,0.19129528277299973,,6,0.023811403385836753
28.0,80.0,81.5,28.0,28.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,8192.0,2048.0,4096.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,3072.0,3072.0,2018-04-10,Extinction,2,5,0.12826603325415678,0.12444444444444444,0.21839587932303162,0.24882629107981222,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.19816631337786958
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-03-10,Eyan,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
65.0,8.0,3.0,8.0,3.0,9.0,2.5,1.75,192.0,600.0,1.5,21.6,,,1024.0,1536.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,12288.0,12288.0,2009-02-13,F.E.A.R. 2: Project Origin,2,5,0.00395882818685669,0.011111111111111112,0.03105224429727741,0.023474178403755867,0.018867924528301886,0.2694813656502476,,6,0.02337276369404856
65.0,8.0,3.0,8.0,3.0,9.0,2.5,1.75,192.0,600.0,1.5,21.6,,,1024.0,1536.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,12288.0,12288.0,2009-09-03,F.E.A.R. 2: Reborn,2,5,0.00395882818685669,0.011111111111111112,0.03105224429727741,0.023474178403755867,0.018867924528301886,0.2694813656502476,,6,0.02337276369404856
60.0,36.0,22.5,16.0,10.5,10.05,4.05,2.7,384.0,865.0,3.0,55.35,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,11.0,10240.0,10240.0,2011-06-24,F.E.A.R. 3,2,5,0.03483768804433888,0.044444444444444446,0.08072111846946284,0.1111111111111111,0.09433962264150944,0.40761011206671877,,6,0.0900724050063461
32.5,2.0,1.0,,1.0,9.5,3.5,2.55,256.0,400.0,2.0,6.4,,300.0,1024.0,1024.0,,,,,9.0,9.0,5120.0,5120.0,2006-08-17,F.E.A.R. Combat,2,4,0.000791765637371338,0.0022222222222222222,0.008682855040470935,0.004694835680751174,,0.16523325514725046,,5,0.0065275905992496054
,,,,,9.0,3.0,1.75,128.0,133.0,1.0,1.05,,,,1024.0,,,Windows XP 32-bit,,9.0,9.0,3584.0,4096.0,2006-10-24,F.E.A.R. Extraction Point,2,1,,,0.0008094186902133923,,,0.026062027625749284,,2,0.004592939392713475
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,,,2014-10-08,F.E.A.R. Online,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
,,,,,9.0,3.0,1.75,128.0,133.0,1.0,1.05,,,,1024.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,3584.0,8192.0,2007-11-16,F.E.A.R. Perseus Mandate,2,1,,,0.0008094186902133923,,,0.026062027625749284,,2,0.004592939392713475
,,,,,9.0,3.0,2.0,256.0,600.0,3.0,38.4,,425.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,12800.0,12800.0,2010-09-24,F1 2010,2,1,,,0.055776306107431936,,,0.2694813656502476,,2,0.12259965391777014
,,,,,9.0,3.0,2.0,256.0,600.0,3.0,38.4,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,13312.0,12800.0,2011-09-23,F1 2011,2,1,,,0.055776306107431936,,,0.2694813656502476,,2,0.12259965391777014
47.5,44.0,28.5,16.0,13.5,11.05,4.55,3.75,1024.0,800.0,3.5,68.8,,425.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,11.0,13312.0,13312.0,2012-09-21,F1 2012,2,5,0.04433887569279493,0.057777777777777775,0.10051508462104489,0.13615023474178403,0.09433962264150944,0.3737294761532447,,6,0.1035955512635622
72.5,12.0,7.0,,3.0,10.0,4.0,2.6,256.0,600.0,2.5,19.2,,375.0,2048.0,4096.0,,,Windows Vista 32-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2013-10-04,F1 2013,2,4,0.010292953285827395,0.011111111111111112,0.027520235467255332,0.03599374021909233,,0.2694813656502476,,5,0.03140082590473202
72.5,12.0,7.5,,3.5,10.0,4.0,2.6,384.0,700.0,3.0,22.4,,375.0,2048.0,4096.0,,,Windows Vista 32-bit,Windows 7 64-bit,11.0,11.0,15360.0,20480.0,2014-10-17,F1 2014,2,4,0.011084718923198733,0.013333333333333334,0.032229580573951436,0.03599374021909233,,0.32160542090174615,,5,0.0353422083467303
40.0,36.0,29.5,16.0,13.5,11.0,5.0,3.65,1536.0,1051.0,5.0,67.25,,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,20480.0,20480.0,2015-07-10,F1 2015,2,5,0.04592240696753761,0.057777777777777775,0.09823399558498896,0.1111111111111111,0.09433962264150944,0.5045608548345061,,6,0.10549585854996733
40.0,68.0,53.0,32.0,24.5,11.5,5.0,3.85,1024.0,1050.0,5.0,134.4,,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2016-08-19,F1 2016,2,5,0.0831353919239905,0.10666666666666667,0.19705665930831495,0.2112676056338028,0.24528301886792453,0.5040396142819912,,6,0.1890435257994564
40.0,68.0,53.0,32.0,24.5,11.5,5.0,3.85,1024.0,1050.0,5.0,134.4,,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,30720.0,30720.0,2017-08-25,F1 2017,2,5,0.0831353919239905,0.10666666666666667,0.19705665930831495,0.2112676056338028,0.24528301886792453,0.5040396142819912,,6,0.1890435257994564
28.0,32.0,27.5,16.0,13.5,11.05,5.0,4.2,1536.0,1008.0,4.0,50.25,,375.0,8192.0,8192.0,1000.0,4000.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,51200.0,51200.0,2018-08-24,F1 2018,2,5,0.04275534441805225,0.057777777777777775,0.07321559970566593,0.09859154929577464,0.09433962264150944,0.4821475110763617,,6,0.0965705645856908
28.0,32.0,27.5,16.0,13.5,11.05,5.0,4.2,1536.0,1008.0,4.0,50.25,,375.0,8192.0,16384.0,1000.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,81920.0,81920.0,2019-06-28,F1 2019,2,5,0.04275534441805225,0.057777777777777775,0.07321559970566593,0.09859154929577464,0.09433962264150944,0.4821475110763617,,6,0.0965705645856908
28.0,32.0,27.5,16.0,13.5,11.05,5.0,4.2,1536.0,1008.0,4.0,50.25,,375.0,16384.0,16384.0,1000.0,6000.0,Windows 10 64-bit,Windows 10 64-bit,11.0,12.0,81920.0,81920.0,2020-07-10,F1 2020,2,5,0.04275534441805225,0.057777777777777775,0.07321559970566593,0.09859154929577464,0.09433962264150944,0.4821475110763617,,6,0.0965705645856908
28.0,80.0,80.5,32.0,34.0,11.6,5.0,4.4,2560.0,1451.5,5.0,172.9,1060.5,425.0,8192.0,16384.0,2048.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,12.0,12.0,81920.0,81920.0,2021-07-16,F1 2021,2,5,0.12668250197941408,0.14888888888888888,0.2537159676232524,0.24882629107981222,0.24528301886792453,0.7133176961167579,0.4117142857142857,7,0.26245374377108355
15.0,88.0,110.5,32.0,42.0,12.05,2.5,4.5,4096.0,1701.0,5.0,161.64999999999998,1299.0,375.0,8192.0,16384.0,4096.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,12.0,12.0,81920.0,81920.0,2022-07-01,F1 22,2,5,0.17418844022169439,0.18444444444444444,0.23715967623252387,0.27386541471048514,0.24528301886792453,0.8433672139692469,0.548,7,0.30338190348955435
27.5,28.0,14.0,8.0,4.0,10.5,4.55,3.65,128.0,721.5,2.5,23.1,,150.0,2048.0,4096.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-06-27,F1 Online,2,5,0.021377672209026127,0.015555555555555555,0.03325974981604121,0.08607198748043818,0.018867924528301886,0.33281209278081836,,6,0.04260151033849693
47.5,20.0,17.0,12.0,12.0,10.55,4.55,3.55,1024.0,762.5,3.5,53.2,,350.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,5120.0,5120.0,2012-11-16,F1 Race Stars,2,5,0.026128266033254157,0.051111111111111114,0.0775570272259014,0.06103286384976526,0.05660377358490566,0.35418295543393274,,6,0.07087297166465838
40.0,40.0,27.0,16.0,13.5,11.5,5.0,4.3,1024.0,900.0,4.0,72.0,,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,3072.0,3072.0,2018-05-17,FAR: Lone Sails,2,5,0.04196357878068092,0.057777777777777775,0.10522442972774099,0.12363067292644757,0.09433962264150944,0.4258535314047433,,6,0.104025167989948
40.0,68.0,53.0,32.0,24.5,11.5,5.0,3.85,1536.0,1050.0,5.0,134.4,,475.0,4096.0,8192.0,2000.0,4000.0,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,12288.0,12288.0,2019-07-18,FIA European Truck Racing Championship,2,5,0.0831353919239905,0.10666666666666667,0.19705665930831495,0.2112676056338028,0.24528301886792453,0.5040396142819912,,6,0.1890435257994564
32.5,2.0,1.0,,1.0,9.5,3.5,2.3,256.0,337.5,1.0,5.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,6656.0,6656.0,2008-10-03,FIFA 09,2,4,0.000791765637371338,0.0022222222222222222,0.007211184694628404,0.004694835680751174,,0.13265572061506387,,5,0.0060193199292914905
28.0,32.0,30.0,16.0,15.0,11.1,5.0,4.25,1024.0,1187.5,5.0,76.0,,400.0,4096.0,8192.0,512.0,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2014-09-26,FIFA 15,2,5,0.04671417260490895,0.06444444444444444,0.1111111111111111,0.09859154929577464,0.09433962264150944,0.5757101902528017,,6,0.11020168366848493
34.0,36.0,34.0,16.0,15.5,11.05,5.0,3.75,1024.0,1225.0,5.0,78.4,,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,11.0,15360.0,15360.0,2015-09-22,FIFA 16,2,5,0.05304829770387965,0.06666666666666667,0.1146431199411332,0.1111111111111111,0.09433962264150944,0.5952567109721136,,6,0.11672951629530347
34.0,36.0,34.0,16.0,15.5,11.05,5.0,3.75,1024.0,1225.0,5.0,78.4,,425.0,4096.0,8192.0,,,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,15360.0,15360.0,2016-09-29,FIFA 17,2,5,0.05304829770387965,0.06666666666666667,0.1146431199411332,0.1111111111111111,0.09433962264150944,0.5952567109721136,,6,0.11672951629530347
34.0,56.0,47.0,24.0,19.0,12.0,5.0,4.45,1536.0,1075.0,5.0,97.6,,450.0,8192.0,8192.0,2048.0,,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2017-09-29,FIFA 18,2,5,0.07363420427553444,0.08222222222222222,0.1428991905813098,0.17370892018779344,0.16981132075471697,0.5170706280948658,,6,0.15372324174350166
34.0,52.0,43.0,24.0,19.0,11.6,5.0,4.4,1536.0,1200.0,5.0,105.6,,450.0,8192.0,8192.0,1024.0,2048.0,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2018-09-28,FIFA 19,2,5,0.06730007917656373,0.08222222222222222,0.15467255334805002,0.16118935837245696,0.16981132075471697,0.582225697159239,,6,0.15457362883707487
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,8192.0,,,Windows 7 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2019-09-23,FIFA 20,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
32.5,2.0,1.0,,1.0,9.5,3.5,2.3,256.0,337.5,1.0,5.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,7168.0,7168.0,2009-10-02,FIFA 2010,2,4,0.000791765637371338,0.0022222222222222222,0.007211184694628404,0.004694835680751174,,0.13265572061506387,,5,0.0060193199292914905
65.0,8.0,3.0,8.0,3.0,9.0,3.0,1.75,384.0,450.0,2.5,22.4,,175.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,6656.0,6656.0,2010-10-01,FIFA 2011,2,5,0.00395882818685669,0.011111111111111112,0.032229580573951436,0.023474178403755867,0.018867924528301886,0.19129528277299973,,6,0.02221261035024494
32.5,2.0,1.0,,1.0,9.5,3.5,2.3,256.0,337.5,1.0,5.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,6144.0,6144.0,2011-09-30,FIFA 2012,2,4,0.000791765637371338,0.0022222222222222222,0.007211184694628404,0.004694835680751174,,0.13265572061506387,,5,0.0060193199292914905
32.5,2.0,1.0,,1.0,9.5,3.5,2.3,256.0,337.5,1.0,5.4,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,9.0,2048.0,2048.0,2012-04-14,FIFA 2012: UEFA Euro 2012,2,4,0.000791765637371338,0.0022222222222222222,0.007211184694628404,0.004694835680751174,,0.13265572061506387,,5,0.0060193199292914905
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,8192.0,2048.0,2048.0,Windows 10 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2020-10-08,FIFA 21,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
28.0,72.0,69.0,28.0,26.5,11.1,5.0,4.25,2048.0,1351.0,5.0,148.89999999999998,516.5,475.0,8192.0,8192.0,2048.0,2048.0,Windows 10 64-bit,Windows 10 64-bit,11.0,12.0,51200.0,51200.0,2021-10-01,FIFA 22,2,5,0.10847189231987332,0.11555555555555555,0.21839587932303162,0.2237871674491393,0.20754716981132076,0.6609330205890018,0.10085714285714285,7,0.18856134009559583
15.0,88.0,113.0,32.0,42.5,12.05,2.5,4.5,4096.0,1751.0,5.0,168.05,1318.0,375.0,8192.0,12288.0,4096.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,12.0,,102400.0,102400.0,2022-09-30,FIFA 23,2,5,0.17814726840855108,0.18666666666666668,0.24657836644591613,0.27386541471048514,0.24528301886792453,0.8694292415949961,0.5588571428571428,7,0.3087796437875317
,,,,,9.0,2.5,1.75,128.0,372.5,1.5,9.75,,,1024.0,1536.0,,,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,8192.0,8192.0,2012-10-25,FIFA Manager 13,2,1,,,0.013612950699043414,,,0.15089913995308835,,2,0.04532309072326647
,,,,,9.0,3.0,1.75,192.0,582.5,3.0,18.65,,,1024.0,4096.0,128.0,512.0,Windows XP 32-bit,Windows 7 64-bit,9.0,9.0,3993.6,3993.6,2013-11-12,FIFA World,2,1,,,0.02671081677704194,,,0.26035965598123534,,2,0.08339315959386864
28.0,88.0,89.5,32.0,34.0,11.6,5.0,4.4,2560.0,1501.5,5.0,176.1,1055.5,450.0,8192.0,16384.0,2048.0,6144.0,Windows 10 64-bit,Windows 10 64-bit,,,25600.0,25600.0,2021-09-07,FIST: Forged In Shadow Torch,2,5,0.14093428345209819,0.14888888888888888,0.2584253127299485,0.27386541471048514,0.24528301886792453,0.7393797237425072,0.40885714285714286,7,0.27198885759580127
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,4096.0,6144.0,,,Windows 7 32-bit,Windows 7 64-bit,9.0,9.0,7168.0,7168.0,2015-11-24,FIVE: Guardians of David,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-03-03,FLAK,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2015-01-23,FLAMBERGE,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
40.0,4.0,2.0,,1.0,10.0,4.0,2.6,256.0,200.0,2.0,6.4,,175.0,2048.0,4096.0,,,Windows XP 32-bit,Windows 7 32-bit,9.0,9.0,1536.0,2048.0,2012-11-09,FLYN,2,4,0.0023752969121140144,0.0022222222222222222,0.008682855040470935,0.010954616588419406,,0.06098514464425332,,5,0.007892195526360769
40.0,64.0,48.5,32.0,24.5,11.0,5.0,3.65,1024.0,1000.5,5.0,128.05,,475.0,4096.0,8192.0,,,Windows 7 32-bit,Windows 7 64-bit,9.0,11.0,1536.0,2048.0,2014-04-22,FRACT OSC,2,5,0.07600950118764846,0.10666666666666667,0.1877115526122149,0.19874804381846636,0.24528301886792453,0.47823820693249935,,6,0.18127324275394202
,,,,,9.0,3.0,1.75,384.0,337.5,1.0,8.600000000000001,,175.0,2048.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,15360.0,2014-01-31,FX Eleven,2,1,,,0.011920529801324506,,,0.13265572061506387,,2,0.03976589582680173
28.0,88.0,92.0,32.0,34.5,12.05,5.0,4.5,2048.0,1564.0,5.0,144.1,589.0,450.0,8192.0,16384.0,2048.0,8144.0,Windows 7 64-bit,Windows 7 64-bit,11.0,11.0,51200.0,51200.0,2021-01-01,Fable 4,2,5,0.14489311163895488,0.1511111111111111,0.21133186166298748,0.27386541471048514,0.24528301886792453,0.7719572582746937,0.1422857142857143,7,0.23008879923783435
,,,,,9.0,3.0,2.0,256.0,700.0,3.0,33.599999999999994,,400.0,3072.0,4096.0,256.0,512.0,Windows 7 32-bit,Windows 7 64-bit,9.0,9.0,10240.0,10240.0,2014-09-12,Fable Anniversary,2,1,,,0.04871228844738778,,,0.32160542090174615,,2,0.12516443596009777
47.5,20.0,12.5,,4.0,10.6,4.55,3.7,1024.0,649.0,2.5,13.6,,350.0,2048.0,4096.0,,,Windows 7 64-bit,Windows 10 64-bit,9.0,11.0,4608.0,4608.0,2017-07-25,Fable Fortune,2,4,0.019002375296912115,0.015555555555555555,0.01927888153053716,0.06103286384976526,,0.29502215272348187,,5,0.04001646543205977
32.5,4.0,2.5,,1.0,9.5,3.5,2.55,256.0,600.0,2.5,19.2,,375.0,2048.0,4096.0,,,Windows XP 32-bit,,9.0,9.0,12288.0,12288.0,2011-05-20,Fable III,2,4,0.003167062549485352,0.0022222222222222222,0.027520235467255332,0.010954616588419406,,0.2694813656502476,,5,0.014172433855970576
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-06-07,Fabricant: Episode 1,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
20.0,4.0,2.5,,1.0,9.5,3.0,2.55,320.0,550.0,1.0,6.8,,150.0,1024.0,2048.0,,,Windows XP 32-bit,Windows XP 32-bit,9.0,,,,2014-10-27,Fabula Mortis,2,4,0.003167062549485352,0.0022222222222222222,0.009271523178807946,0.010954616588419406,,0.2434193380244983,,5,0.011171448682033243
