split,game_name,label_0,label_1,label_2,label_3
train,Dead or Alive 6,118,22,95,4
train,DeadCore,345,54,296,27
train,DeadEnd Cerebral Vortex,437,66,407,17
train,Deadbeat Heroes,268,44,237,11
train,Deadbreed,274,44,240,11
train,Deadliest Catch: The Game,124,23,102,4
train,Deadly 30,482,63,479,23
train,Deadly Days,342,56,293,25
train,Deadly Premonition 2: A Blessing in Disguise,124,23,102,4
train,Deadpool,283,43,246,18
train,Deadside,124,23,102,4
train,Dear Esther,371,58,333,24
train,Dear Esther: Landmark Edition,371,58,333,24
train,Death Cabin,345,54,296,27
train,Death Carnival,267,44,237,11
train,Death Crown,305,50,261,19
train,Death Goat,345,54,296,27
train,Death Rally,292,48,255,14
train,Death Stranding,123,21,101,6
train,Death Stranding 2,118,19,99,5
train,Death Stranding: Director's Cut,123,21,101,6
train,Death's Gambit,351,58,306,17
train,Deathly Stillness,124,23,102,4
train,Deathtrap Dungeon: The Interactive Video Adventure,304,51,254,25
train,Decay of Logos,171,30,148,9
train,Deceit,195,35,157,12
train,Decisive Campaigns: The Blitzkrieg from Warsaw to Paris,345,54,296,27
train,Deemo Reborn,125,22,105,4
train,Deep Black,350,55,300,32
train,Deep Rock Galactic,116,23,99,10
train,Deer Hunter 2005,345,54,296,27
train,Defenders of Ardania,293,49,249,19
train,Defenders of Ardania: Battlemagic,293,49,249,19
train,Defenders of Time,345,54,296,27
train,Defense Grid 2,274,44,240,11
train,Defense Grid: You Monster,316,53,269,22
train,Defiance,267,45,233,12
train,Defiance 2050,233,42,203,10
train,Deformers,213,36,180,10
train,Deliver Us The Moon,126,23,102,6
train,Delores: A Thimbleweed Park Mini-Adventure,274,43,231,23
train,DeltaOne,345,54,296,27
train,Delver,489,52,522,28
train,Dementium II,536,27,688,23
train,Demeo,88,16,68,7
train,Democracy 3: Extremism,345,54,296,27
train,Democracy 4,392,64,341,20
train,Demolish and Build Company 2017,136,26,134,9
train,Demolition Master 3D,345,54,296,27
train,Demon Slayer: The Hinokami Chronicles,153,29,130,9
train,Demon's Tilt,69,14,60,2
train,Demons Souls Remake,127,24,104,5
train,Demons Souls Remaster,124,23,102,4
train,Department 42: The Mystery of The Nine,345,54,296,27
train,Deponia,333,57,282,20
train,Deponia Doomsday,363,59,316,25
train,Deponia: The Complete Journey,333,57,282,20
train,Depth,188,33,155,13
train,Depth Hunter 2,277,43,241,15
train,Depths of Fear :: Knossos,350,56,307,18
train,Descenders,153,29,130,9
train,Descent (2019),286,50,251,14
train,Descent: Underground,202,30,172,12
train,Deskmate Girl,309,51,257,27
train,Destination Sol,345,54,296,27
train,Destiny 2,114,21,99,7
train,Destiny 2 - Beyond Light,114,21,99,7
train,Destiny 2 - Forsaken,114,21,99,7
train,Destiny 3,114,21,99,7
train,Destroy All Humans! 2 - Reprobed,124,23,100,6
train,Destroy All Humans! Remake,123,22,102,4
train,Detroit: Become Human,123,23,102,4
train,Deus Ex 3,221,38,183,15
train,Deus Ex 3: Explosive Mission Pack,221,38,183,15
train,Deus Ex 3: Tactical Enhancement Pack,221,38,183,15
train,Deus Ex 3: The Missing Link,221,38,183,15
train,Deus Ex: Mankind Divided,126,23,102,6
train,Deus Ex: Mankind Divided - System Rift,126,23,102,6
train,Deus Ex: The Fall,337,55,290,24
train,Devil Daggers,345,54,296,27
train,Devil May Cry 3 SE,321,55,271,24
train,Devil May Cry 4,476,59,489,21
train,Devil May Cry 4: Special Edition,217,39,190,6
train,Devil May Cry 5 (2019),124,22,104,4
train,Devil May Cry HD Collection,168,29,147,9
train,Devil Slayer - Raksasi,217,38,189,6
train,Devilated,68,13,62,2
train,Devilian,264,44,234,11
train,Devolverland Expo,158,32,134,4
train,Devotion,179,33,153,8
train,Devour,126,23,102,6
train,Dfragmente,345,54,296,27
train,Diablo 2 Resurrected,129,23,105,7
train,Diablo 4,88,16,69,7
train,Diablo III,231,37,200,13
train,Diablo III: Rise Of The Necromancer,231,37,200,13
train,Diablo Immortal,141,26,115,7
train,Dice Legacy,124,23,102,4
train,Dicey Dungeons,335,57,285,21
train,Diehard Dungeon,345,54,296,27
train,DieselStormers,263,44,226,14
train,Dieselpunk Wars,124,23,102,4
train,Digimon Story Cyber Sleuth: Complete Edition,184,34,156,12
train,Diluvion,264,44,234,11
train,Dimension Nexus Adventures,345,54,296,27
train,Din's Legacy,317,51,268,26
train,Direwolf,218,38,181,15
train,Dirt 2,327,57,274,24
train,Dirt 3,221,36,191,8
train,Dirt 4,100,20,83,8
train,Dirt Rally,103,20,84,8
train,Dirt Rally 2.0,88,16,69,7
train,Dirt Showdown,266,44,233,12
train,Dirty Bomb,219,38,181,15
train,Disaster Report 4: Summer Memories,124,23,102,4
train,Disc Room,414,63,376,27
train,Disco Elysium,125,22,105,4
train,Discrepant,164,28,142,8
train,Disgaea 2 PC,288,48,246,19
train,Disgaea PC,288,48,246,19
train,Dishonored,305,50,261,19
train,Dishonored II,119,22,97,4
train,Dishonored: Death of the Outsider,125,22,105,4
train,Dishonored: Dunwall City Trials,213,37,179,10
train,Dishonored: The Knife Of Dunwall,213,37,179,10
train,Dishonored: the Brigmore Witches,213,37,179,10
train,Disjunction,188,33,155,13
train,Disk Monsters,345,54,296,27
train,Disney Classic Games: Aladdin and The Lion King,295,49,254,17
train,Disney Dreamlight Valley,169,29,147,9
train,Disorder,345,54,296,27
train,Distant Star: Revenant Fleet,345,54,296,27
train,District 187: S.W.A.T. Starter Pack,367,58,321,27
train,Dive To the Titanic: The Diving Simulator,325,56,268,29
train,Divided We Fall,258,45,225,13
train,Divine Souls,345,54,296,27
train,Divinia Chronicles: Relics of Gan-Ti,414,63,376,27
train,Divinity - Dragon Commander,248,42,219,12
train,Divinity 2: Flames Of Vengence,299,51,256,18
train,Divinity: Original Sin Enhanced Edition,266,44,233,12
train,Divinity: Original Sin II,145,28,120,10
train,Divo,274,47,237,12
train,Do Not Feed the Monkeys,382,63,337,15
train,DoDonPachi Resurrection ver 1.5,233,39,199,15
train,Doctor Who: The Edge Of Time,88,16,69,7
train,Doctor Who: The Runaway,116,23,99,10
train,DodgeBlock,345,54,296,27
train,Dofus,488,52,527,23
train,Dog Duty,126,23,102,6
train,Dogfight 1942,345,54,296,27
train,Dollar Dash,298,50,251,23
train,Dollar Dash: Winter Pack,298,50,251,23
train,Dolmen,182,30,159,13
train,Dominance,125,22,105,4
train,Dominions 3: The Awakening,406,61,371,28
train,Don Bradman Cricket 17,243,41,210,10
train,Donald Duck: Goin Quackers,540,20,712,24
train,Dont Be Afraid,207,35,175,12
train,Dont Cheat On Me,180,33,152,8
train,Dont Starve Together,345,54,296,27
train,Dont Starve: Reign of Giants,346,57,296,24
train,Donut County,345,54,296,27
train,Doom & Destiny Advanced,319,55,270,23
train,Doom 3,533,37,645,22
train,Doom 3: Resurrection of Evil,407,62,369,26
train,Doom 4,116,23,99,10
train,Doom 4: Hell Followed,116,23,99,10
train,Doom 4: Unto the Evil,116,23,99,10
train,Doom Eternal,124,22,104,4
train,Doom Eternal: The Ancient Gods - Part One,124,22,104,4
train,Doom VFR,68,13,62,2
train,Doom.exe,345,54,296,27
train,Door Kickers,345,54,296,27
train,Door Kickers 2: Task Force North,211,34,179,12
train,Door2:Key,297,49,254,19
train,Doors of Insanity,414,63,376,27
train,Dorfromantik,299,50,256,19
train,Double Dragon Neon,315,52,260,28
train,Dovetail Games Flight School,288,46,249,18
train,Down to One,345,54,296,27
train,DownStream: VR Whitewater Kayaking,82,15,63,7
train,DownTown Run,487,54,520,22
train,DownWind,269,45,239,10
train,"Dr. Langeskov, The Tiger, and The Terribly Cursed Emerald: A Whirlwind Heist",345,54,296,27
train,Dracula 4: The Shadow Of The Dragon,464,70,434,19
train,Dracula 5:the Blood Legacy,464,70,434,19
train,Dracula: Origin,488,52,527,23
train,Dragomon Hunter,421,64,386,26
train,Dragon Age 2,294,48,254,18
train,Dragon Age 2: Mark of the Assassin,294,48,254,18
train,Dragon Age 3: Inquisition,187,33,155,13
train,Dragon Age 3: Inquisition - Jaws of Hakkon,188,33,155,13
train,Dragon Age 4,121,23,97,7
train,Dragon Age: Inquisition - The Descent,188,33,155,13
train,Dragon Age: Inquisition - Trespasser,187,33,155,13
train,Dragon Age: Origins - Darkspawn Chronicles,294,48,254,18
train,Dragon Age: Origins - Golems of Amgarrak,294,48,254,18
train,Dragon Age: Origins - Return To Ostagar,294,48,254,18
train,Dragon Age: Origins - Witch Hunt,294,48,254,18
train,Dragon Ball Xenoverse 2,211,36,182,12
train,Dragon Ball Z Kakarot,164,29,135,7
train,Dragon Fin Soup,439,59,431,17
train,Dragon Front,116,23,99,10
train,Dragon Knights,302,51,252,26
train,Dragon Marked For Death,300,50,259,17
train,Dragon Nest,358,59,308,25
train,Dragon Quest Heroes,199,35,166,12
train,Dragon Quest Heroes 2,199,35,166,12
train,Dragon Quest XI S: Echoes Of An Elusive Age - Definitive Edition,180,32,154,8
train,Dragon Star Varnir,123,24,106,9
train,Dragons Dogma Online,190,35,160,13
train,Dragons Dogma: Dark Arisen,153,29,130,9
train,Dragons Lair,274,44,240,11
train,Dragons Prophet,197,34,168,13
train,Drake Hollow,174,32,142,10
train,Drakensang: The Dark Eye,372,58,329,25
train,Drakensang: The River of Time,344,53,295,27
train,Draw Rider 2,254,45,223,12
train,Draw a Stickman: Epic,345,54,296,27
train,Drawkanoid,304,51,254,25
train,Dread Nautical,247,42,210,13
train,Dreadlands,207,35,175,12
train,Dreadout,262,44,232,12
train,Dream,345,54,296,27
train,Dream Cycle,88,16,68,7
train,Dream Daddy: A Dad Dating Simulator,319,55,270,23
train,Dream Engines: Nomad Cities,126,23,102,6
train,Dream Pinball 3D II,380,62,332,30
train,Dreamfall Chapters: The Longest Journey,304,50,260,22
train,Dreamfall: The Longest Journey,506,51,561,23
train,Dreamscaper,126,23,102,6
train,Drew and the Floating Labyrinth,345,54,296,27
train,Drift19,126,23,102,6
train,Drift21,123,22,102,4
train,Drifter,345,54,296,27
train,Drive 4 Survival,188,33,155,13
train,Drive Buy: Delivery Battle!,173,33,150,10
train,Driver: San Francisco,342,56,298,19
train,Driving Speed 2,345,54,296,27
train,Drone Swarm,198,35,166,8
train,Dropshipping Simulator,267,44,237,11
train,Dropzone,264,44,234,11
train,Drug Dealer Simulator,126,23,102,6
train,Druidstone: The Secret of the Menhir Forest,153,28,129,5
train,Dry Drowning,173,33,150,10
train,Drying Paint Simulator VR,126,23,102,6
train,Dual Gear,177,30,154,11
train,Dual Universe,345,54,296,27
train,Duck Game,345,54,296,27
train,Duck Season,124,23,102,4
train,DuckTales: Remastered,345,54,296,27
train,Dude Simulator 3,126,23,102,6
train,Dudebro 2,345,54,296,27
train,Duke Nukem 3D: 20th Anniversary World Tour,226,37,192,13
train,Duke Nukem Forever,311,49,269,21
train,Duke Nukem Forever : The Doctor Who Cloned Me,311,49,269,21
train,Duke Nukem: Mass Destruction,259,43,221,16
train,Dungeon Dashers,345,54,296,27
train,Dungeon Defenders II,331,57,275,25
train,Dungeon Defenders: Presidents Day Surprise,292,48,255,14
train,Dungeon Manager ZV,345,54,296,27
train,Dungeon Of The Endless,345,54,296,27
train,Dungeon Rats,319,55,270,23
train,Dungeon Siege 3,231,37,200,13
train,Dungeonland,276,45,241,11
train,Dungeons & Dragons Daggerdale,285,46,252,18
train,Dungeons & Dragons: Chronicles of Mystara,324,55,278,23
train,Dungeons 2,217,39,186,10
train,Dungeons Of Dredmor: Realm Of The Diggle Gods,533,39,639,24
train,Dungeons and Dragons RPG,124,23,102,4
train,Dungeons and Dragons: Dark Alliance,97,19,81,4
train,Dunrog,178,28,157,15
train,Duskers,345,54,296,27
train,Dust: An Elysian Tail,299,50,254,21
train,Dusty Revenge,345,54,296,27
train,DwarfHeim,178,28,157,15
train,Dwarfs F2P,269,45,239,10
train,Dwarrows,131,25,106,6
train,Dyad,275,46,236,15
train,Dying Light - Cuisine and Cargo,103,20,84,8
train,Dying Light 2,89,15,72,5
train,Dynasty Warriors 6,293,49,249,20
train,Dynasty Warriors 7,376,58,331,30
train,Dynasty Warriors 8,445,68,405,25
train,Dynasty Warriors 8 Empires,274,44,240,11
train,Dynasty Warriors 8: Xtreme Legends Complete Edition,274,44,240,11
train,Dynasty Warriors 9,137,24,113,6
train,Dyscourse,274,44,240,11
train,Dysfunctional Systems: Learning to Manage Chaos,345,54,296,27
train,Dysmantle,267,44,237,11
train,Dyson Sphere Program,120,22,101,3
train,ELEX,130,25,106,6
train,EPOCH,224,38,195,10
train,ETROM: The Astral Essence,487,54,520,22
train,EVE Online: Odyssey,237,41,207,10
train,EVE: Valkyrie,115,22,99,10
train,EVERSPACE,136,25,117,7
train,EVERSPACE 2,136,25,117,7
train,EZ2ON REBOOT : R,232,40,202,10
train,Earth Analog,124,23,102,4
train,Earth Defense Force 4.1 The Shadow of New Despair,141,27,131,9
train,Earth Defense Force: Insect Armageddon,202,34,173,11
train,Earth Defense Force: Iron Rain,165,30,139,8
train,Earthfall,117,22,99,10
train,Eastern Exorcist,135,25,106,9
train,Eastward,235,40,201,13
train,Echo Prime,381,62,328,30
train,Eco - Global Survival Game,80,15,61,7
train,Ecol Tactics Online,380,62,332,30
train,Ecosystem,196,29,167,14
train,Edge Of Dawn,117,22,99,10
train,Edge Of Space,380,62,332,30
train,Edge of Eternity,124,23,102,6
train,Edge of Nowhere,115,22,99,10
train,Effie,136,25,117,7
train,Eisenhorn: XENOS,198,35,164,14
train,Eiyuden Chronicle: Hundred Heroes,130,25,106,7
train,Eiyuden Chronicle: Rising,130,25,106,7
train,El Hijo - A Wild West Tale,218,38,193,8
train,El Matador,374,58,331,27
train,Elden Ring,88,16,68,7
train,Elden: Path of the Forgotten,352,57,310,27
train,Eldevin,380,62,332,30
train,Eldritch,345,54,296,27
train,ElectriX: Electro Mechanic Simulator,203,34,178,9
train,Electronic Super Joy,274,44,240,11
train,Element TD 2 - Multiplayer Tower Defense,264,44,236,10
train,Elementary My Dear Majesty,358,59,308,25
train,Eleusis,231,37,200,13
train,Elf Manor,169,29,147,9
train,Elite Dangerous: Horizons,136,25,117,7
train,Elite Dangerous: Odyssey,123,23,102,4
train,Elite Escape,125,22,105,4
train,Elite: Dangerous,136,25,117,7
train,EmergeNYC,103,20,84,8
train,Emergency 2016,159,30,134,10
train,Emergency 5,315,53,268,19
train,Emergency Call 112 - The Fire Fighting Simulation,257,45,230,11
train,Emergency Call 112 - The Fire Fighting Simulation 2,113,21,92,6
train,Emils Block Game,345,54,296,27
train,Emily is Away 3,336,57,287,27
train,Empathy: Path of Whispers,136,25,117,7
train,Empire of Sin,211,34,186,11
train,Empire: Total War,291,48,245,22
train,Empires in Ruins,199,34,172,8
train,Empyrion: Galactic Survival,220,37,188,10
train,Emu War!,196,29,167,14
train,Enamel,380,62,332,30
train,Encased: A Sci-Fi Post-Apocalyptic RPG,149,30,135,9
train,Enchanted Cavern 2,533,29,668,24
train,Encodya,377,63,322,26
train,End State,126,23,102,6
train,Ender Lilies: Quietus Of The Knights,186,33,155,13
train,Enderal,206,34,175,11
train,Enderal: Forgotten Stories (Special Edition),103,20,84,8
train,Endless Dungeon,124,23,102,4
train,Endless Legend,153,29,130,9
train,Endless Legend - Forges of Creation,153,29,130,9
train,Endless Legend - Forgotten Love,153,29,130,9
train,Endless Legend - Inferno,153,29,130,9
train,Endless Legend - Monstrous Tales,196,29,167,14
train,Endless Legend - Symbiosis,153,29,130,9
train,Endless Legend - The Lost Tales,153,29,130,9
train,Endless Legend: Shadows,153,29,130,9
train,Endless Legend: Shifters,153,29,130,9
train,Endless Legend: Tempest,153,29,130,9
train,Endless Memories,354,59,301,26
train,Endless Sky,345,54,296,27
train,Endless Space,333,57,282,20
train,Endless Space 2,195,35,157,12
train,Endless Space 2 - Dark Matter,195,35,157,12
train,Endless Space: Disharmony,333,57,282,20
train,Endless Zone,82,15,65,5
train,Endzone - A World Apart,153,29,130,9
train,Enemy Front,218,38,181,15
train,Enemy Mind,345,54,296,27
train,Enemy On Board,385,63,328,27
train,Enemy Starfighter,345,54,296,27
train,Enlisted,124,23,102,4
train,Enola,316,54,267,21
train,Enshrouded World,345,54,296,27
train,Enslaved: Odyssey to the West,234,40,196,15
train,Enter the Gungeon,330,56,276,24
train,Entropia Universe,221,36,189,10
train,Enviro-Bear 2000,345,54,296,27
train,Eonia,149,27,129,7
train,Ephemerid:A Musical Adventure,345,54,296,27
train,Epic Tavern,121,23,100,4
train,Epigenesis,265,44,236,10
train,Epistory: Typing chronicles,345,54,296,27
train,Era Of Newborns,160,29,134,9
train,Erie,379,60,336,25
train,Erzurum,124,23,102,4
train,Escape Goat,345,54,296,27
train,Escape Goat 2,274,44,240,11
train,Escape from Tarkov,187,32,149,16
train,Escape the Game,366,57,332,22
train,Esper 2,101,19,85,7
train,Espire 1: VR Operative,68,13,62,2
train,Essays on Empathy,232,40,202,10
train,Eterium,190,35,160,13
train,Eternal Hope,267,44,237,11
train,Eternal Radiance,214,37,179,12
train,Eternights,154,28,130,5
train,Ethan: Meteor Hunter,345,54,296,27
train,Ether One,274,44,240,11
train,Ether Vapor Remaster,374,56,331,30
train,Etherborn,130,25,106,6
train,Etherium,208,35,177,10
train,Euclidean,160,31,134,10
train,Euro Fishing,186,33,155,13
train,Euro Truck Simulator 2,306,50,262,20
train,Euro Truck Simulator 2 - Beyond the Baltic Sea,306,50,262,20
train,Euro Truck Simulator 2 - Iberia,306,50,262,20
train,Euro Truck Simulator 2 - Italia,306,50,262,20
train,Euro Truck Simulator 2 - Road to the Black Sea,209,34,177,12
train,Euro Truck Simulator 2 - Vive La France,306,50,262,20
train,Europa Universalis III,335,53,289,24
train,Europa Universalis III: Napoleons Ambition,335,53,289,24
train,Europa Universalis IV,316,53,264,24
train,Europa Universalis IV: Art of War,274,44,240,11
train,Europa Universalis IV: Common Sense,317,53,265,24
train,Europa Universalis IV: Cradle of Civilization,317,53,265,24
train,Europa Universalis IV: El Dorado,317,53,265,24
train,Europa Universalis IV: Emperor,317,53,265,24
train,Europa Universalis IV: Leviathan,198,32,167,13
train,Europa Universalis IV: Rights of Man,316,53,264,24
train,European Ship Simulator,264,44,234,11
train,Eve Online: Crucible,352,57,307,23
train,Eve Online: Incarna,352,57,307,23
train,Eve Online: Inferno,352,57,307,23
train,Eve Online: Retribution,237,40,202,11
train,Eve Online: Rubicon,237,41,207,10
train,Even the Ocean,319,55,270,23
train,Event[0],114,21,99,7
train,EverQuest: Veil of Alaris,531,42,627,23
train,Everhood,345,54,296,27
train,Everquest 2,528,45,616,21
train,Everwild,88,16,69,7
train,Everybodys Gone to the Rapture,127,26,129,6
train,Everything,380,62,332,30
train,Evil Democracy: 1932,188,33,155,13
train,Evil Genius 2: World Domination,111,20,93,3
train,EvilQuest,345,54,296,27
train,Evoland,380,62,332,30
train,Evoland 2,222,39,197,12
train,Exanima,205,34,172,13
train,Exit Limbo: Opening,126,23,102,6
train,Exodus Wars: Fractured Empire,274,44,240,11
train,Exoplanet: First Contact,345,54,296,27
train,Exorcise The Demons,126,23,102,6
train,Expeditions: Conquistador,226,39,196,10
train,Expeditions: Viking,191,34,155,11
train,Explodemon!,293,48,247,24
train,Explorer of Yggdrasil,264,44,236,10
train,Extinction,127,24,102,7
train,F.E.A.R. 2: Project Origin,310,51,266,20
train,F.E.A.R. 2: Reborn,310,51,266,20
train,F.E.A.R. Combat,425,56,413,28
train,F.E.A.R. Online,345,54,296,27
train,F1 2011,213,37,179,10
train,F1 2012,208,34,176,11
train,F1 2015,116,23,99,10
train,F1 2016,90,16,77,7
train,F1 2017,114,21,95,4
train,F1 2018,126,23,104,4
train,F1 2020,119,22,98,5
train,F1 Online,230,39,198,13
train,F1 Race Stars,229,39,202,14
train,FAR: Lone Sails,137,26,119,10
train,FIFA 09,359,59,308,24
train,FIFA 16,216,37,179,15
train,FIFA 17,207,35,175,12
train,FIFA 18,162,31,143,10
train,FIFA 19,163,31,143,10
train,FIFA 2010,361,58,309,28
train,FIFA 2011,293,49,249,19
train,FIFA 2012,293,48,247,24
train,FIFA 2012: UEFA Euro 2012,293,48,247,24
train,FIFA 21,162,31,143,10
train,FIFA 22,162,31,143,10
train,FIFA 23,111,19,92,5
train,FIFA Manager 13,507,51,558,23
train,FIFA World,293,49,249,19
train,FIST: Forged In Shadow Torch,124,23,102,4
train,FLAK,345,54,296,27
train,FLAMBERGE,345,54,296,27
train,FLYN,274,48,239,12
train,FRACT OSC,221,39,193,9
train,FX Eleven,350,55,300,32
train,Fable 4,88,16,69,7
train,Fable Anniversary,237,41,202,12
train,Fable III,284,47,248,13
train,Fabricant: Episode 1,345,54,296,27
train,Fabula Mortis,345,54,296,27
train,Face Noir,487,54,519,23
train,Face of Mankind,469,59,477,19
train,Faces of War,345,54,296,27
train,Factory Town,354,59,301,26
train,Fading Hearts,345,54,296,27
train,Fahrenheit: Indigo Prophecy Remastered,264,44,234,11
train,Failspace,88,16,69,7
train,Fairspace,345,54,296,27
train,Fairy Bloom Freesia,524,47,602,22
train,Fairy Island,349,58,295,28
train,Fairy Tail,173,32,149,10
train,Fairytale Fights,380,62,332,30
train,Fall of Freya,168,28,149,9
train,Fallback,125,22,105,4
train,Fallen Angel,354,59,301,26
train,Fallen Enchantress: Legendary Heroes,410,58,386,27
train,Falling Skies: The Game,315,53,268,19
train,Fallout 3: Broken Steel,350,55,300,32
train,Fallout 3: Mothership Zeta,350,55,300,32
train,Fallout 3: Operation Anchorage,350,55,300,32
train,Fallout 3: Point Lookout,350,55,300,32
train,Fallout 4,93,19,81,7
train,Fallout 4 - Automatron,93,19,81,7
train,Fallout 4 - Contraptions Workshop,93,19,81,7
train,Fallout 4 - Far Harbor,93,19,81,7
train,Fallout 4 - Nuka World,93,19,81,7
train,Fallout 4 - Vault-Tec Workshop,93,19,81,7
train,Fallout 4 - Wasteland Workshop,93,19,81,7
train,Fallout 76,117,22,99,10
train,Fallout New Vegas 2,117,22,99,10
train,Fallout New Vegas Ultimate Edition,299,51,256,18
train,Fallout Shelter,301,50,258,18
train,Fallout: New Vegas,299,51,256,18
train,Fallout: New Vegas - Dead Money,299,51,256,18
train,Fallout: New Vegas - Honest Hearts,299,51,256,18
train,Fallout: New Vegas - Lonesome Road,299,51,256,18
train,False Myth,264,44,236,10
train,Family Guy: Back to the Multiverse,294,48,254,18
train,Fancy Skulls,345,54,296,27
train,Fantastic Contraption,116,23,99,10
train,Fantasy Blacksmith,188,33,155,13
train,Fantasy General II,137,25,111,8
train,Fantasy Mahjong connect,269,44,239,10
train,Fantasy of Expedition,354,59,301,26
train,Far Cry 2,342,56,291,27
train,Far Cry 3,236,39,203,13
train,Far Cry 3: Blood Dragon,270,44,240,10
train,Far Cry 4,114,20,94,8
train,Far Cry 4 - Escape From Durgesh Prison,114,20,94,8
train,Far Cry 4 - Valley of the Yetis,114,20,94,8
train,Far Cry 4: Hurk Deluxe,114,20,94,8
train,Far Cry 5,117,22,99,10
train,Far Cry 5 - Dead Living Zombies,117,22,99,10
train,Far Cry 5 - Hours of Darkness,117,22,99,10
train,Far Cry 6,68,12,62,2
train,Far Cry: New Dawn,117,22,99,10
train,Far Cry: Primal,112,22,106,6
train,FarSky,319,55,270,23
train,Farm Expert 2017,136,26,134,9
train,Farm Manager 2020,124,23,102,4
train,Farm Manager 2021,123,23,100,6
train,Farm Manager 2021: Prologue,123,23,100,6
train,Farm for your Life,345,54,296,27
train,Farm&Fix 2020,166,29,143,8
train,Farmer's Dynasty,179,33,153,8
train,Farming Life,102,17,87,3
train,Farming Simulator 17,194,34,159,12
train,Farming Simulator 19,190,35,156,12
train,Farming Simulator 19 - Platinum Edition,190,35,156,12
train,Farming Simulator 20,190,35,156,12
train,Farming Simulator 2013,351,59,301,17
train,Farming Simulator 2015,306,50,262,20
train,Farming Simulator 22,131,25,106,6
train,Fast and Furious Showdown,345,54,296,27
train,Fatal Frame: Maiden of Black Water,154,26,131,5
train,Fate of the World Denial DLC,466,68,431,24
train,Fate of the World Extras Pack DLC,466,68,431,24
train,Fate of the World Migration DLC,466,68,431,24
train,Fate of the World: Tipping Point,466,68,431,24
train,Fate/Extella: The Umbral Star,206,33,188,10
train,Fates of Ort,331,58,290,21
train,Fault,121,23,100,4
train,Fear Effect Sedna,283,51,245,13
train,Fear for Sale: The Dusk Wanderer Collector's Edition,345,54,296,27
train,Feeding Frenzy 2: Shipwreck Showdown,345,54,296,27
train,Felix The Reaper,233,38,202,13
train,Fernbus Simulator,220,35,190,11
train,Fez,337,55,288,26
train,Fibrillation,345,54,296,27
train,Field of Glory II: Medieval,188,33,155,13
train,Field of Glory: Empires,250,43,219,12
train,Fiesta Online,533,38,645,22
train,Fifa Manager 11,507,51,558,23
train,Fifa Manager 12,507,51,558,23
train,Fifa Manager 14,345,54,296,27
train,Fight Crab,267,44,237,11
train,Fights in Tight Spaces,300,50,259,17
train,Fill Up!,358,59,308,25
train,Filmmaker Tycoon,245,41,215,12
train,Final Approach,68,14,61,1
train,Final Exam,345,54,296,27
train,Final Fantasy 7 Rebirth,87,16,70,4
train,Final Fantasy IX,293,50,255,18
train,Final Fantasy Origin,82,15,65,5
train,Final Fantasy Pixel Remaster,345,54,296,27
train,Final Fantasy Type-0 HD,214,33,188,11
train,Final Fantasy V,276,45,239,16
train,Final Fantasy VI,345,54,296,27
train,Final Fantasy VIII Remastered,148,24,126,5
train,Final Fantasy X / X-2 HD Remaster,276,46,242,16
train,Final Fantasy XI,536,28,687,22
train,Final Fantasy XII: The Zodiac Age,121,22,100,5
train,Final Fantasy XIII,207,34,176,10
train,Final Fantasy XIII-2,207,34,176,10
train,Final Fantasy XIV Online,230,41,200,11
train,Final Fantasy XIV: A Realm Reborn,135,26,125,9
train,Final Fantasy XIV: Endwalker,126,23,102,6
train,Final Fantasy XIV: Heavensward,173,33,150,10
train,Final Fantasy XIV: Shadowbringers,126,23,102,6
train,Final Fantasy XV,125,22,105,4
train,Final Upgrade,136,25,117,7
train,Finding Paradise,345,54,296,27
train,Finding Teddy,345,54,296,27
train,Fire,233,38,202,13
train,Fire Opal,345,54,296,27
train,Fire Pro Wrestling World,319,55,270,23
train,Fireburst,380,62,332,30
train,Firefall,296,48,258,15
train,Firefighting Simulator - The Squad,103,16,88,3
train,Firewatch,195,35,167,13
train,Fireworks Mania - An Explosive Simulator,126,23,102,6
train,First Assault,231,37,200,13
train,First Class Trouble,128,23,104,6
train,First Feudal,264,44,236,10
train,First Paradise,345,54,296,27
train,Fishery,357,61,306,15
train,Fishing Planet,186,33,155,13
train,Fishing: Barents Sea,130,25,106,6
train,Fishing: North Atlantic,125,22,105,4
train,Fist of Jesus,345,54,296,27
train,Fistful of Frags,442,57,431,31
train,Fisti-Fluffs,169,31,146,10
train,Five Nights At Freddy's VR: Help Wanted,112,21,93,3
train,Five Nights at Freddys 3,300,49,255,22
train,Five Nights at Freddys: Sister Location,435,64,417,16
train,Flashback,419,63,381,26
train,FlatOut 2,485,59,496,24
train,FlatOut 3 - Chaos Destruction,142,26,120,9
train,Flight Sim World,92,16,81,6
train,Flightless,345,54,296,27
train,Florence,203,34,178,9
train,Flotsam,196,29,167,14
train,Flying Circus,149,30,135,9
train,Fokus,345,54,296,27
train,Follia - Dear father,125,22,105,4
train,Food Factory VR,88,16,69,7
train,Food Truck Simulator,126,23,102,6
train,FootLOL: Epic Fail League,345,54,296,27
train,Football Manager 2005,380,62,332,30
train,Football Manager 2006,482,55,508,25
train,Football Manager 2013,347,59,291,24
train,Football Manager 2014,345,54,296,27
train,Football Manager 2015,345,54,296,27
train,Football Manager 2016,345,54,296,27
train,Football Manager 2017,308,53,266,16
train,Football Manager 2018,308,53,266,16
train,Football Manager 2019,308,53,266,16
train,Football Manager 2020,308,53,266,16
train,Football Manager 2021,267,44,237,11
